public_identifier;num_accomplishment_publications;name;publisher;published_on;description;url
doron-baldinger-21288b2;2;;Doron Baldinger;null;"\u05e9\u05dc\u05d5\u05e9\u05d4 \u05ea\u05d9\u05e7\u05d9\u05dd \u05e4\u05dc\u05d9\u05dc\u05d9\u05d9\u05dd \u05d9\u05d3\u05d5\u05e2\u05d9\u05dd \u05d0\u05e9\u05e8 \u05de\u05d1\u05d5\u05e1\u05e1\u05d9\u05dd \u05e2\u05dc \u05e8\u05d0\u05d9\u05d5\u05ea \u05de\u05d5\u05e7\u05dc\u05d8\u05d5\u05ea \u05d5\u05de\u05e6\u05d5\u05dc\u05de\u05d5\u05ea, \u05ea\u05d9\u05e7\u05d9\u05dd \u05e9\u05e1\u05d5\u05e7\u05e8\u05d5 \u05d1\u05e9\u05dc\u05d5\u05e9\u05d4 \u05e2\u05e8\u05d5\u05e6\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05de\u05d5\u05d1\u05d9\u05dc\u05d9\u05dd, \u05d1\u05d4\u05dd:(1) \u05e8\u05e6\u05d7 \u05d4\u05e8\u05d1 \u05d8\u05dc\u05d1\u05d9 \u05d6\""\u05dc \u05d1\u05e8\u05d1\u05d1\u05d4, \u05ea\u05d9\u05e7 \u05e9\u05d4\u05de\u05e9\u05d8\u05e8\u05d4 \u05de\u05d9\u05d4\u05e8\u05d4 \u05dc\u05e1\u05d2\u05d5\u05e8 \u05d0\u05d5\u05ea\u05d5 \u05db\u05ea\u05d9\u05e7 \u05d4\u05ea\u05d0\u05d1\u05d3\u05d5\u05ea \u05de\u05d1\u05dc\u05d9 \u05e9\u05d4\u05d5\u05e9\u05e7\u05e2\u05d4 \u05d7\u05e7\u05d9\u05e8\u05d4 \u05d1\u05e2\u05e0\u05d9\u05d9\u05e0\u05d5 \u05d5\u05d6\u05d0\u05ea \u05d1\u05e9\u05e2\u05d4 \u05e9\u05d4\u05d6\u05d9\u05e8\u05d4 \u05d4\u05d9\u05ea\u05d4 \u05e2\u05de\u05d5\u05e1\u05d4 \u05d1\u05e8\u05d0\u05d9\u05d5\u05ea.(2) \u05ea\u05d9\u05e7 \u05de\u05d7\""\u05e9 \u05e0\u05d2\u05d3 \u05e9\u05dc\u05d5\u05e9\u05d4 \u05e9\u05d5\u05d8\u05e8\u05d9\u05dd \u05e2\u05e7\u05d1 \u05ea\u05dc\u05d5\u05e0\u05ea\u05d5 \u05e9\u05dc \u05d8\u05d0\u05e8\u05e7 \u05d0\u05d1\u05d5 \u05dc\u05d1\u05df, \u05d5\u05de\u05e9\u05e4\u05d8 \u05e9\u05d4\u05ea\u05e0\u05d4\u05dc \u05dc\u05d0\u05d5\u05e8\u05da \u05e9\u05e0\u05d9\u05dd \u05e2\u05d3 \u05d4\u05d6\u05d9\u05db\u05d5\u05d9, \u05d1\u05d6\u05de\u05df \u05e9\u05d4\u05e8\u05d0\u05d9\u05d4 \u05d4\u05de\u05e4\u05dc\u05d9\u05dc\u05d4 \u05d4\u05de\u05e8\u05db\u05d6\u05d9\u05ea \u05d1\u05ea\u05d9\u05e7 \u05d0\u05d9\u05e0\u05d4 \u05e2\u05d5\u05de\u05d3\u05ea \u05db\u05dc\u05dc \u05d1\u05de\u05d1\u05d7\u05df \u05d4\u05d0\u05d5\u05ea\u05e0\u05d8\u05d9\u05d5\u05ea.(3) \u05ea\u05d9\u05e7 \u05d4\u05e8\u05e6\u05d7 \u05e9\u05dc \u05ea\u05d0\u05d9\u05e8 \u05e8\u05d0\u05d3\u05d4 \u05d6\""\u05dc \u05d5\u05d4\u05e8\u05e9\u05e2\u05ea \u05e8\u05d5\u05de\u05df \u05d6\u05d3\u05d5\u05e8\u05d5\u05d1, \u05d1\u05e9\u05e2\u05d4 \u05e9\u05d4\u05d6\u05d9\u05e8\u05d4 \u05e2\u05de\u05d5\u05e1\u05d4 \u05d1\u05e8\u05d0\u05d9\u05d5\u05ea \u05e4\u05d5\u05e8\u05e0\u05d6\u05d9\u05d5\u05ea \u05e8\u05d1\u05d5\u05ea, \u05e9\u05d0\u05e3 \u05dc\u05d0 \u05d0\u05d7\u05ea \u05de\u05d4\u05df \u05e7\u05d5\u05e9\u05e8\u05ea \u05d0\u05ea \u05d4\u05e0\u05d0\u05e9\u05dd \u05dc\u05d6\u05d9\u05e8\u05d4 \u05d5\u05d6\u05d0\u05ea \u05d1\u05d6\u05de\u05df \u05e9\u05e8\u05d0\u05d9\u05d5\u05ea \u05e8\u05d1\u05d5\u05ea \u05db\u05dc \u05db\u05da \u05de\u05e6\u05d1\u05d9\u05e2\u05d5\u05ea \u05d3\u05d5\u05d5\u05e7\u05d0 \u05e2\u05dc \u05d0\u05d7\u05e8\u05d9\u05dd.";https://www.youtube.com/watch?v=pKxpFJRK3rI&feature=youtu.be&list=UUsz3xTxzzbPT6ksSBTL2urg
tsenter;1;;The Economist;01-04-2018;Evgeni Tsenter, an MBA student at HEC Paris, explains how an ethics course in a medieval monastery opened his eyes to the dilemmas faced by managers;https://www.economist.com/whichmba/mba-diary-hard-choices
tsenter;2;2019;Top MBA;19-01-2018;"People pursue MBAs for all kinds of reasons; improved career prospects, networking opportunities, or to facilitate a change of career. For Evgeni Tsenter, the reason was simple: To broaden his horizons with international experience. His destination school, HEC Paris, was perfect for this goal as it\u2019s among the most international in the world. Students from every major continent come to study at the acclaimed French institution.";https://www.topmba.com/why-mba/student-stories/one-students-experience-hec-mba-diversity-ethics-and-benedictine-monks?lipi=urn%%3Ali%%3Apage%%3Ad_flagship3_profile_view_base_recent_activity_details_shares%%3BPulTebr%%2FT7%%2BXFm2yVXgz8A%%3D%%3D
tsenter;3;;HEC Paris;18-07-2017;Evgeni Tsenter (MBA '18) served 3 years in the Israeli army as a staff sergeant in a combat search and rescue unit. After his service, he studied industrial engineering and management, and started working at IBM as a bid manager, later moving to a SAP consultant role. Looking for international exposure, he applied for an MBA at HEC Paris. He was elected president of the General Management & Leadership Club and director of the Technology Club. Currently, he is taking an intensive, 6-week-long French course on the Caribbean island of Guadeloupe;http://campus.hec.fr/news/2017/07/18/learning-ethics-from-a-benedictine-monk/
tsenter;4;2018;Poets & Quants;12-09-2016;How do you become a leader? Forget those myths about \u201cnatural ability\u201d or \u201crising to the moment.\u201d Leadership requires work \u2014 lots of it. You practice it everyday. You study various industries and issues. In a global marketplace, you seek exposure to people very different from yourself.These are some of the hallmarks of HEC Paris. Not surprisingly, the school ranks among the top producers of CEO talent, with current alumni running firms as diverse as L\u2019Or\u00e9al, Best Buy, and Lafarge. Chances are, you\u2019ll find several future CEOs among the MBAs joining HEC Paris\u2019 16-month program.;https://poetsandquants.com/2016/09/12/meet-hec-paris-mba-class-2018/11/
dannygal1;1;05-05-01-05-02-05-08-05-05-05-00-05-05-04-05-05-07-05-05-07-05-05-05-05-05-05-05-00-05-05-05-05-00-05-01-05-08-05-08-05-08-05-02-05-09;Globes;04-04-2005;null;http://www.globes.co.il/news/article.aspx?QUID=1055,U1255358088997&did=901011
dannygal1;2;05-06-05-05-09-05-05-04-05-08-05-09-05-00-05-02-05-08-05-05-05-05-04-05-04-05-00-05-09-05-05-09;Globes;02-03-2005;null;http://www.globes.co.il/news/article.aspx?did=889638#FromSearchPage
dannygal1;3;05-00-05-09-05-08-05-02-05-05-05-00-05-09-05;Globes;01-03-2005;null;http://www.globes.co.il/news/article.aspx?did=896554#FromSearchPage
dannygal1;4;05-00-05-05-05-01-05-09-05-05-05-05-00-05-09-05-00-05-03-05-05-05-00-05-06-05-08-05-09-05-09-05;Globes;21-02-2005;null;http://www.globes.co.il/news/article.aspx?did=886371#FromSearchPage
dannygal1;5;05-04-05-05-00-05-04-05-05-02-05-06-05-01-05-09-05-07-05-09-05-04-05-05-00-05-04-05-05-04-05-07-05-03-05-09;Globes;14-02-2005;null;http://www.globes.co.il/news/article.aspx?did=883945#FromSearchPage
dannygal1;6;05-09-05-09-05-05-00-05-04-05-05-09-05-05-05-05-00-05-09-05-05-04-05-00-05-04-05-05-04;Globes;31-01-2005;null;http://www.globes.co.il/news/article.aspx?did=879333#FromSearchPage
dannygal1;7;05-00-05-09-05-05-02-05-05-05-09-05-04-05-05-00-05-04-05-09-05-02;September 14, 2004;14-09-2004;null;http://www.globes.co.il/news/article.aspx?did=837091#FromSearchPage
dannygal1;8;05-04-05-05-00-05-04-05-05-09-05-05-09-05-06-05-08-05-08-05-05-05-05-05-00-05-01-05-05-05-03-05-00-05-05-02-05-06-05-05;Globes;12-11-2003;null;http://www.globes.co.il/news/article.aspx?did=740896#FromSearchPage
dannygal1;9;05-00-05-01-05-05-05-05-04-05-05-08-05-01-05-07-05-05-05-05-04-05-07-05-05-05-00-05-01-05-04-05-06-05-09-05-04;November 5, 2003;05-11-2003;null;http://www.globes.co.il/news/article.aspx?did=738759#FromSearchPage
dannygal1;10;05-07-05-05-08-05-00-05-05-05-05-06-05-04-05-08-05-05-05-01;October 22, 2003;22-10-2003;null;http://www.globes.co.il/news/article.aspx?did=734293#FromSearchPage
dannygal1;11;05-04-05-05-04-05-05-07-05-05-05-05-05-07-05-06-05-05-05-02-05-04-05-09-05-09-05-02-05-05-05-05-05-04-05-00-05-08-05-02-05-05-05-00-05-09-05-01-05-08-05-00-05-09-05-09-05-04-05-00-05-09-05-09-05-09-05;null;null;null;https://www.dropbox.com/s/ln5r4x26fs4t392/%%D7%%9E%%D7%%A7%%D7%%A6%%D7%%95%%D7%%A2%%20%%D7%%94%%D7%%99%%D7%%99%%D7%%A2%%D7%%95%%D7%%A5%%20%%D7%%91%%D7%%94%%D7%%A9%%D7%%AA%%D7%%A0%%D7%%95%%D7%%AA%%20%%282%%29.pdf?dl=0
dannygal1;12;05-05-05-09-05-04-05-07-05-09-05-09-05-01-05-04-05-05-05-09-05-05-05-05-05-05-05-05-04-05-00-05-03-05-08-05-09-05-05-05-05-05-04-05-09-05-05-05-02-05-05-05-04-05-00-05-08-05-02-05-05-05-00-05-09;\u05de\u05e9\u05d0\u05d1\u05d9 \u05d0\u05e0\u05d5\u05e9;null;null;http://www.reader.co.il/article/53118/%%D7%%9B%%D7%%9C%%D7%%99-%%D7%%94%%D7%%97%%D7%%A9%%D7%%99%%D7%%91%%D7%%94-%%D7%%95%%D7%%99%%D7%%9B%%D7%%95%%D7%%9C%%D7%%95%%D7%%AA-%%D7%%94%%D7%%A0%%D7%%93%%D7%%A8%%D7%%A9%%D7%%95%%D7%%AA-%%D7%%9E%%D7%%94%%D7%%99%%D7%%95%%D7%%A2%%D7%%A5-%%D7%%90%%D7%%A8%%D7%%92%%D7%%95%%D7%%A0%%D7%%99
dan-malowany-78b2b21;1;;Algorithms special Issue on Bio-Inspired Algorithms for Image Processing;11-07-2020;Computer vision is currently one of the most exciting and rapidly evolving fields of science, which affects numerous industries. Research and development breakthroughs, mainly in the field of convolutional neural networks (CNNs), opened the way to unprecedented sensitivity and precision in object detection and recognition tasks. Nevertheless, the findings in recent years on the sensitivity of neural networks to additive noise, light conditions, and to the wholeness of the training dataset, indicate that this technology still lacks the robustness needed for the autonomous robotic industry. In an attempt to bring computer vision algorithms closer to the capabilities of a human operator, the mechanisms of the human visual system was analyzed in this work. Recent studies show that the mechanisms behind the recognition process in the human brain include continuous generation of predictions based on prior knowledge of the world. These predictions enable rapid generation of contextual hypotheses that bias the outcome of the recognition process. This mechanism is especially advantageous in situations of uncertainty, when visual input is ambiguous. In addition, the human visual system continuously updates its knowledge about the world based on the gaps between its prediction and the visual feedback. CNNs are feed forward in nature and lack such top-down contextual attenuation mechanisms. As a result, although they process massive amounts of visual information during their operation, the information is not transformed into knowledge that can be used to generate contextual predictions and improve their performance. In this work, an architecture was designed that aims to integrate the concepts behind the top-down prediction and learning processes of the human visual system with the state-of-the-art bottom-up object recognition models, e.g., deep CNNs. The work focuses on two mechanisms of the human visual system: anticipation-driven perception and reinforcement-driven learning.;https://www.mdpi.com/1999-4893/13/7/167
dan-malowany-78b2b21;2;;IEEE Transactions on Circuits and Systems for Video Technology;12-06-2018;Light conditions affect the performance of computer vision algorithms by creating spatial changes in color and intensity across a scene. Convolutional neural networks (CNN) use color components of the input image and as a result are sensitive to ambient light conditions. This work analyzes the influence of ambient light conditions on CNN classifiers. We suggest a method ]for boosting the performance of CNN-based object detection and classification algorithms by using Light Invariant Video Imaging (LIVI). LIVI neutralizes the influence of ambient light conditions and renders the perceived object\u2019s appearance independent of the light conditions. Training sets consist mainly, if not only, of objects in natural light conditions. As such, using LIVI boosts CNN performance by matching object appearance to that expected by the CNN model, which was created according to the training set. We further investigate the use of LIVI as a general self-supervised learning framework for CNN. Faster Region-based CNN (Faster R-CNN) was used as a case study in order to validate the importance of light conditions on CNN performance and on how it can be improved by using LIVI as an input or feedback mechanism in a self-supervised framework. We show that LIVI enables reduced CNN size, enhanced performance and improved training.;https://ieeexplore.ieee.org/document/8382234/
dan-malowany-78b2b21;3;;IEEE International Conference on the Science of Electrical Engineering (ICSEE);05-01-2017;In recent years, unmanned systems reached a maturity level that resulted in the adoption of robotic system for both civil and military usages. As the amount of unmanned systems increases, the amount of visual information that is being sent to the end user increases, and the need to develop the unmanned systems ability to autonomously alert the user on predefined events is being emphasized. This ability is mainly based on their capability to detect and classify the objects in their field of operation. Recent studies shows that the mechanism behind the recognition process in the human brain includes continuous generation of predictions based on prior knowledge about the world. These predictions enable rapid generation of hypothesis that biases the outcome of the recognition process in situation of uncertainty. In addition, the visual system continuously updating its knowledge about the world based on visual feedback. In our work, we formed an architecture that is based on the concepts behind these top-down prediction and learning processes of the human visual system, together with state of the art bottom-up object recognition models, e.g. deep CNNs. We show that imitating these top-down reinforcement learning mechanisms, together with the state of the art bottom-up feed-forward algorithm, creates an accurate and continuously improving target recognition model.;http://ieeexplore.ieee.org/document/7806151/
dan-malowany-78b2b21;4;;IEEE 28th Convention of Electrical & Electronics Engineers in Israel (IEEEI);12-01-2015;As the quantity of visual information sources increases, the need to develop sensors that can automatically alert the user to exceptional events is being emphasized. This feature incorporates the ability to detect and classify the targets they \u201csee\u201d. Achieving this goal will dramatically improve the efficiency of CCTV-based security systems, improve search/retrieval engines, increase the autonomy of robotic systems and will contribute in many other areas of life. The performance of the human visual system and its robustness to image degradations still surpasses the best computer vision systems. Remarkable in particular, is the human brain high accuracy in ultra rapid object categorization tasks. Recent studies shows that the mechanism behind the recognition process includes predictions based on prior knowledge about the world. These predictions enable rapid generation of hypothesis that biases the outcome of the recognition process in situation of uncertainty. In this work, we implemented the concepts behind this top-down prediction mechanism of the human visual system. This work focus on the orbitofrontal cortex (OFC) role in the prediction process, which appears to be attuned to the associative content of visual information and to facilitate recognition of sensory inputs via predictive feedback to sensory cortices. Specifically, coarse representations reach the OFC, which generate \u201cinitial guesses\u201d regarding the targets identity. These predictions are projected to the inferior temporal cortex, which facilitate perception and select the most likely interpretations. We show that imitating this mechanism can potentially create more robust target recognition models than exist today.;http://ieeexplore.ieee.org/xpl/abstractAuthors.jsp?arnumber=7005884
yaron-tidhar-03208963;1;;JACS;29-08-2014;null;http://pubs.acs.org/doi/pdf/10.1021/ja505556s
yaron-tidhar-03208963;2;;Angewandte Chemie;01-01-2014;null;null
yaron-tidhar-03208963;3;;Chem. Eur. J.;01-01-2014;null;null
yaron-tidhar-03208963;4;;ACS NANO;24-03-2013;null;null
yaron-tidhar-03208963;5;;Chem. Eur. J;03-05-2011;null;null
eldad-eshed-a9534612;1;;A book;01-01-2009;The significant part of Mongolian economy is pastoral agriculture, which is a traditional scope of activity and main source of income for the rural population. Study of the natural vegetation dynamics is of essential interest both for decision-makers and herdsmen. During the last decades, Mongolia has suffered from prolonged droughts in combination with extensive grazing in many areas. This situation requires frequent monitoring environmental conditions and the state of pastures. This is an important and challenging security task for Mongolia since weather station network is limited for effective special monitoring and providing services and advises to decision-makers and herdsmen. During 1985\u20132004, the NOAA-AVHRR Global Vegetation Index (GVI) data set and its Vegetation Health (VH) products have been studied and used for analysis of pastoral changes in Mongolia. This paper discusses application of VH for early drought detection (one of the leading environmental disasters), monitoring drought impacts on pasture conditions and estimation of biomass production.;https://books.google.co.il/books?id=dfzvCAAAQBAJ&pg=PA69&lpg=PA69&dq=eldad+eshed+and+mongolia&source=bl&ots=jBasSOHtsd&sig=lexx-jSf9aSiKAEF_fhXi4E9RhQ&hl=en&sa=X&ved=0CB8Q6AEwAWoVChMIvOCq9rvCxwIVcC_bCh2Ufg1W#v=onepage&q=eldad%%20eshed%%20and%%20mongolia&f=fa
omer-shalev-515274a3;1;;IEEE;01-04-2020;null;https://ieeexplore.ieee.org/document/8979165
studiochriviani;1;05-01-05-09-05-04-05-05-05-08-05-08-05-07-05-05-04-05-05-07-05-08-05-00-05-09-05-01-05-07-05-05-05-05-09-05-07-05-01-05-05-05-05-06-05-09-05-07-05-05-09;\u05e1\u05d8\u05d5\u05d3\u05d9\u05d5 \u05d7\u05e8\u05d9\u05d1\u05d9 \u05d4\u05d5\u05e6\u05d0\u05d4 \u05dc\u05d0\u05d5\u05e8;01-11-2017;null;https://studiochrivi.com/product/%%D7%%A1%%D7%%A4%%D7%%A8-%%D7%%94%%D7%%A7%%D7%%95%%D7%%9E%%D7%%99%%D7%%A7%%D7%%A1-%%D7%%A1%%D7%%99%%D7%%A4%%D7%%95%%D7%%A8-%%D7%%A8%%D7%%97%%D7%%9C-%%D7%%94%%D7%%9E%%D7%%A7%%D7%%A8%%D7%%99-%%D7%%94%%D7%%A7%%D7%%95%%D7%%9E%%D7%%99%%D7%%A7%%D7%%A1-%%D7%%9E%%D7%%95/
roseanne-kheir-farraj-phd-04219982;1;;Mentoring and Tutoring: Partnership in Learning;16-05-2013;This paper examines the nature of moral dilemmas mentors from three different national groups (Jewish, Druze, and Arab) encounter in their work in Israeli Arab schools, how they manage these dilemmas in practice, and how the nature of particular dilemmas might connect to their management strategies. Given the multicultural and politically conflictive context of the Israeli society, a cultural and political reading of in-service mentors\u2019 moral dilemmas reveals that mentors\u2019 encounter and management of recurrent moral dilemmas is embedded in cultural and political issues in a way that seem to hinder their mentoring practice. Preparation programs for mentors need to highlight awareness of mentors\u2019 own culture and that of their mentees in order to implement a culturally and politically responsive practice;http://www.tandfonline.com/doi/abs/10.1080/13611267.2013.784060#.UoqFsKMUGM8
tal-sheldon;1;;Springer International Publishing;09-10-2019;Part of the Lecture Notes in Computer Science (Springer) book series (LNCS, volume 11943)https://link.springer.com/chapter/10.1007%%2F978-3-030-37599-7_10;http://portal.idc.ac.il/FacultyPublication.Publication?PublicationID=5960&FacultyUserName=Z2dpbGJvYQ==
rebecca-rudick-329217a4;1;;Eden Fine Art;07-10-2018;Why Sotheby's shredded Banksy might be worth more than the original.;https://www.eden-gallery.com/girl-got-banksyed/
rebecca-rudick-329217a4;2;;Eden Fine Art;05-06-2018;How Romero Britto turned newspaper canvases into a $12 million franchise.;https://www.eden-gallery.com/romero-britto-and-his-colorful-pop-art/
rebecca-rudick-329217a4;3;;Eden Fine Art;27-03-2018;Emmanuelle Rybojad dives deeper into the universe of Kinetic Art.;https://www.eden-gallery.com/kinetic-art/
rebecca-rudick-329217a4;4;;Eden Fine Art;22-02-2018;If you have already started to consider an art purchase, the first thing you\u2019ll want to do is ALL THE RESEARCH. Look up popular art trends and try to understand what the art market looks like, you\u2019ll want to find out about as much of it as you can!;https://www.eden-gallery.com/eight-steps-stress-free-art-purchase/
rebecca-rudick-329217a4;5;;Eden Fine Art;13-01-2018;A first-time buyers guide for buying a piece of art.;https://www.eden-gallery.com/five-donts-when-buying-a-piece-of-art/
rebecca-rudick-329217a4;6;;Eden Fine Art;25-12-2017;Perhaps owing to the incorporation of commercial images, Pop art has become one of the most recognizable styles of modern art, filling modern galleries in forms that range from sculpture and acrylic to avante garde and performance art. So what\u2019s it all about?;https://www.eden-gallery.com/pop-art/
rebecca-rudick-329217a4;7;;Eden Fine Art;24-12-2017;Gallery-hopping has long been an NYC art-lovers best kept secret, but not anymore. Join locals and unearth the best way to discover upcoming artists among old favorites\u2013without the museum fee.;https://www.eden-gallery.com/must-see-nyc-galleries/
aviv-shapira;1;;Calcalist;12-12-2018;Augmented Reality Startup Xtend develops a drone-based extended reality technology, intended to combine virtual elements with real-life environments to simulate flight for gaming;https://m.calcalistech.com/Article.aspx?guid=3751956
aviv-shapira;2;;Globes;10-03-2016;Intel Corp. (Nasdaq: INTC) is acquiring Israeli sports imaging startup Replay Technologies. No financial details have been disclosed but market sources believe that Intel will pay $175 million for the acquisition. The two companies have been in talks over the acquisition for the past six months.;http://www.globes.co.il/en/article-intel-acquires-israeli-co-replay-technologies-for-175m-1001108929
aviv-shapira;3;02;Yonit Levi, Omri Barak, Ido Solomon;10-08-2014;Coverage of Replay Technologies first NFL team - the Dallas Cowboys.The videos were shot in AT&T Stadium in Arlington, Texas;https://vimeo.com/79961183
dale-aluf-3b651011b;1;2019-2013-2019;The Times of Israel;15-03-2021;null;https://blogs.timesofisrael.com/chinas-two-sessions-why-israeli-policymakers-entrepreneurs-shouldve-been-watching/
dale-aluf-3b651011b;2;19;Medium;09-03-2021;null;https://daleraluf.medium.com/covid-19-reality-check-we-are-not-the-masters-of-nature-fc8944efa4aa
dale-aluf-3b651011b;3;2019;Times of Israel;25-02-2021;null;https://blogs.timesofisrael.com/israels-looming-conundrum-a-us-china-cleantech-arms-race/
dale-aluf-3b651011b;4;;Sino-Israel Global Network & Academic Leadership;28-01-2021;null;http://sino-israel.org/articles/netanyahus-good-news-story/
dale-aluf-3b651011b;5;2013;East Asia Forum;26-01-2021;null;https://www.eastasiaforum.org/2021/01/26/drawing-the-curtain-on-china-israel-cooperation/
dale-aluf-3b651011b;6;;The Diplomat;14-11-2020;null;https://thediplomat.com/2020/11/israeli-semiconductors-and-the-us-china-tech-war/
dale-aluf-3b651011b;7;;Sino-Israel Global Network & Academic Leadership;01-09-2020;null;http://sino-israel.org/israelchinarelations/
dale-aluf-3b651011b;8;2019;Asia Times;31-07-2020;null;https://asiatimes.com/2020/07/chinas-space-silk-road-reaches-mars-and-beyond/
dale-aluf-3b651011b;9;2019;CTECH;22-07-2020;null;https://www.calcalistech.com/ctech/articles/0,7340,L-3841041,00.html
dale-aluf-3b651011b;10;05-04-05-05-08-05-01-05-02-05-04-05-03-05-09-05-02-05-09-05-08-05-05-09-05-09-05-05-01-05-09-05-05-05-05-04-05-06-05-08-05-09-05-05-04-05-09-05-09-05-08-05-00-05-05-05-04-05-09-05-06-05-04-05-08;Calcalist;07-07-2020;null;https://www.calcalist.co.il/local/articles/0,7340,L-3838697,00.html
dale-aluf-3b651011b;11;2018-2019;Sino-Israel Global Network & Academic Leadership;01-07-2020;null;http://sino-israel.org/australia/
dale-aluf-3b651011b;12;;Sino-Israel Global Network & Academic Leadership;01-07-2020;null;http://sino-israel.org/chile/
dale-aluf-3b651011b;13;;Sino-Israel Global Network & Academic Leadership;01-07-2020;null;http://sino-israel.org/cp-large-and-small-countries/
dale-aluf-3b651011b;14;;Sino-Israel Global Network & Academic Leadership;01-07-2020;null;http://sino-israel.org/netherlands/
dale-aluf-3b651011b;15;;Sino-Israel Global Network & Academic Leadership;01-07-2020;null;http://sino-israel.org/singapore-2/
dale-aluf-3b651011b;16;;Asia Times;05-06-2020;null;https://asiatimes.com/2020/06/chinas-bear-hug-for-the-blockchain/
dale-aluf-3b651011b;17;;Sino-Israel Global Network & Academic Leadership;01-06-2020;null;http://sino-israel.org/switzerland/
dale-aluf-3b651011b;18;19;Times of Israel;14-04-2020;null;https://blogs.timesofisrael.com/containing-covid-19-what-the-us-china-can-learn-from-israel/
dale-aluf-3b651011b;19;19;Medium;26-03-2020;null;https://medium.com/@daleraluf/the-world-after-covid-19-43add205c936
dale-aluf-3b651011b;20;;Jewish Journal;19-03-2020;null;https://jewishjournal.com/commentary/opinion/312395/paradox-of-social-distancing/
dale-aluf-3b651011b;21;;Times of Israel;20-02-2020;null;https://blogs.timesofisrael.com/why-america-might-support-a-sino-israel-free-trade-agreement/
dale-aluf-3b651011b;22;2019;Times of Israel;22-01-2020;null;https://blogs.timesofisrael.com/understanding-chinas-response-to-the-soleimani-killing/
dale-aluf-3b651011b;23;;Times of Israel;22-10-2019;null;https://blogs.timesofisrael.com/everything-over-the-heavens-a-new-arena-for-confrontation-and-cooperation/
dale-aluf-3b651011b;24;2019;Times of Israel;19-09-2019;null;https://blogs.timesofisrael.com/changing-world-shifting-relations-israels-ties-with-china/
dale-aluf-3b651011b;25;;Times of Israel;12-07-2019;null;https://blogs.timesofisrael.com/israels-china-challenge/
dale-aluf-3b651011b;26;2019;Times of Israel;04-07-2019;null;https://blogs.timesofisrael.com/business-as-usual-chinas-social-credit-system/
dale-aluf-3b651011b;27;;Times of Israel;28-01-2019;null;https://blogs.timesofisrael.com/the-haifa-port-china-conundrum-in-context/
dale-aluf-3b651011b;28;;SIGNAL Note;08-11-2018;null;http://sino-israel.org/articles/social-psychological-considerations-for-a-community-with-a-shared-future-implications-for-policy-and-practice/
dale-aluf-3b651011b;29;;Jerusalem Post;14-10-2018;null;https://www.jpost.com/Opinion/Israel-is-more-important-to-China-than-you-might-think-569394
dale-aluf-3b651011b;30;;Jerusalem Post;26-05-2018;null;https://www.jpost.com/Opinion/Teaching-Israelis-about-China-558441
dale-aluf-3b651011b;31;2018-2019;SIGNAL Note;17-05-2018;null;http://en.sino-israel.org/articles/intercultural-communication-for-effective-international-relations-in-the-new-era/
dale-aluf-3b651011b;32;;SIGNAL Note;02-05-2018;null;http://en.sino-israel.org/articles/the-power-of-perception-and-image-in-global-governance-and-great-power-relations/
fr-koryoun-hovnan-baghdasaryan-54353011;1;0535-0580-0578-0582-057-0561-0565-0574-056-0540-0561-0575-056-0561-056-0561-0576-0539-0561-0572-0574-0561-057-056-0533-0561-0572-057-0576-056-0584-0576-0565-0580-0568;\u053c\u0578\u0582\u057d\u0561\u056f\u0576/\u0535\u0580\u0587\u0561\u0576;09-10-2019;\u0531\u0577\u056d\u0561\u057f\u0578\u0582\u0569\u056b\u0582\u0576\u0568 \u0576\u0578\u0582\u056b\u0580\u0578\u0582\u0561\u056e \u0567 \u0535\u0580\u0578\u0582\u057d\u0561\u0572\u0567\u0574\u056b \u0540\u0561\u0575\u056f\u0561\u056f\u0561\u0576 \u0569\u0561\u0572\u0561\u0574\u0561\u057d\u056b\u0576, \u054d\u0578\u0582\u0580\u0562 \u0535\u0580\u056f\u0580\u0578\u0582\u0574 17 \u0564\u0561\u0580 \u0577\u0561\u0580\u0578\u0582\u0576\u0561\u056f\u0578\u0582\u0578\u0572 \u0540\u0561\u0575\u0578\u0581 \u057a\u0561\u057f\u0580\u056b\u0561\u0580\u0584\u0578\u0582\u0569\u0565\u0561\u0576 \u0561\u057c\u0561\u0584\u0565\u056c\u0578\u0582\u0569\u0565\u0561\u0576\u0568 \u0565\u0582 \u0570\u0561\u0575\u056f\u0561\u056f\u0561\u0576 \u0574\u0577\u0561\u056f\u0578\u0575\u0569\u056b \u0570\u0561\u0580\u0578\u0582\u057d\u057f \u056a\u0561\u057c\u0561\u0576\u0563\u0578\u0582\u0569\u0565\u0561\u0576\u0568;null
yael-friedman-gayer-b165a431;1;;null;null;null;null
