public_identifier;num_accomplishment_organisations;starts_at;ends_at;org_name;title;description
bernadette-bendfeld-861203132;1;01-09-2018;null;Bawlf Playschool Society;Treasurer;null
bernadette-bendfeld-861203132;2;01-10-2016;null;ThunderStars Minor Hockey Association;Treasurer;null
kevinpoulin;1;;null;Professional Engineers Ontario;-;null
susanna-di-pasquale-0b390a11a;1;01-09-2007;null;Immaculate Conception Youth Group;Catechist Teacher, Youth Group Member, Atrium Assistant;Assisted with events held by the Knights of Columbus and Catholic Women's  League. Catechist teacher since 2015, helped in the Atrium for 4 years with children ages 5-9 & a longstanding member of the Youth Group (participating in church events, creating children's events & facilitating social nights).
natalierjiang;1;01-11-2011;null;Certified Management Accountant;-;null
anas-ibrahim;1;01-01-2011;31-07-2015;Sama Telecom;-;null
braeden-macdougall;1;01-09-2017;30-06-2019;Engineering Brightness;-;null
ghyslain-goulet-86720016;1;01-12-2012;null;Dictionnaire \u00e9lectronique USITO;Membre du conseil d'administration;null
christopher-powell-09770045;1;01-05-2011;null;IIBA;Member;null
kelly-starling-63126810;1;;null;Drayton Valley Rotary Club;President Elect;null
svitlana-vysotska-73928313;1;01-01-2014;null;BCCDA;-;null
paulinevengeroff;1;01-03-2016;null;Legal Education Action Fund (LEAF);Outreach for Finance;null
kevinpsiu;1;01-08-2014;null;Toronto Intellectual Property Group;-;null
jennakirker;1;01-05-2019;null;Canadian Council for Advancement of Education;TD-CCAE Fellow;null
jennakirker;2;01-05-2019;null;Our Kids Count;Member of the Board;null
jennakirker;3;01-05-2019;null;TD Insurance Meloche Monnex;TD-CCAE Fellow;null
jennakirker;4;01-06-2017;null;Canadian International Council (CIC);Executive at Large;null
jennakirker;5;01-04-2016;null;Thunder Bay Historical Museum Society;Board of Directors;null
fr%%C3%%A9d%%C3%%A9ric-fortin-99666220;1;01-11-2012;null;Association Humaniste du Qu\u00e9bec;-;null
allison-anderson-942573b9;1;01-05-2015;null;CPA;-;Currently Completing level 2
nada-abdelhalim-47bb781b1;1;01-02-2016;29-02-2016;BSME Debating Tournament;Speaker;-Opposing arguments were put forward to argue for opposing viewpoints.-Won second place in the Debating Tournament.
nicolas-duquette-0b810729;1;;null;Ordre des Technologues Professionnels du Qu\u00e9bec;-;null
mayodave;1;01-09-2015;null;Project Management Institute;-;null
rosa-pilar-de-guzman-651324118;1;01-11-2007;null;Centro Naga Business Club, Inc. and Metro Naga Chamber of Commerce and Industry;President of CNBC, Inc. and Board of Director of MNCCI, Inc.;null
annapoornashruthi;1;01-03-2014;null;Indian Institute of Chemical Engineers;-;null
melissa-daly-261756124;1;01-04-2012;30-06-2013;Ontario Association of Child and Youth Counsellors;-;null
lexiepenko;1;01-01-2019;null;Canadian Association for Staff Physician Recruiters (CASPR);Member;null
lexiepenko;2;01-01-2018;null;Local NOSM Group;Member;null
lexiepenko;3;01-01-2018;null;Thunder Bay Executives Association;Board Director;null
jay-murray-64a8b15;1;01-02-1990;null;Landscape Ontario;Board Member;null
scott-badiuk-131928160;1;01-01-2014;31-12-2016;Big Brothers, Big Sisters of Toronto;Big Rec Volunteer;null
scott-badiuk-131928160;2;01-01-2013;31-12-2016;Peel District School Board;Coach;null
melissa-dart-43521ba7;1;01-01-2010;null;Girls Inc. Limestone;Board of Directors;null
don-mah-phd-peng-44727712;1;01-06-2013;null;Canadian Standards Association (CSA);Technical Committee Member - Home Inspection (A138TC);null
don-mah-phd-peng-44727712;2;01-06-2013;31-05-2015;Association for the Advancement of Cost Engineering (AACE);Past President - Edmonton Section;null
jetbuild;1;01-01-2000;null;See previous;-;null
jetbuild;2;01-01-1998;null;Habitat For Humanity Toronto, INC.;Various, since 1998;null
jismisunny;1;;null;SOCIETY FOR PETROLEUM ENGINEERS;-;null
chris-purdy-651213ab;1;;null;New Brunswick Soccer Association;-;null
jamie-mcclelland-mrics-pqs-983b0275;1;01-11-2019;null;CIQS;PQS - Professional Quantity Surveyor;Fully qualified/chartered member of the Canadian Institute of Quantity Surveyors.
jamie-mcclelland-mrics-pqs-983b0275;2;01-07-2018;null;RICS;MRICS;Fully chartered Member of the Royal Institution of Chartered Surveyors.
jamie-mcclelland-mrics-pqs-983b0275;3;01-05-2012;null;CIOB;Student Membership;Gaining further knowledge and understanding of the Quantity Surveyor role in the construction industry with the latest relevant CIOB news and issues.
gurjittoor;1;01-06-2014;null;Project Management Institute;-;null
dnolancounselling;1;;null;Ontario College of Social Workers and Social Service Workers;-;null
gregsomers;1;01-09-2013;null;University of Ottawa, Computer Architecture Research Group;-;http://carg.site.uottawa.ca/index.shtml
christopher-pounder-09b46116a;1;;null;Project Management Institute, PMI Manitoba;-;null
gabriela-aparicio-69536a178;1;01-09-2018;null;LFS Tri-Mentoring;Triad Mentorship;null
monakhabaz;1;01-05-2008;31-05-2011;The Link;Team Leader | Director of Internal Events | Sponsorship Executive;Team Leader:\u25ba Motivates and guides delegates by maintaining a positive and supportive attitude\u25ba Utilizes time management skills by ensuring team remains on task and on time for events\u25ba Facilitates discussion and ensures understanding of all necessary tasks through clear explanationsDirector of Internal Events:\u25ba Successfully executed exciting events to ensure team building opportunities\u25ba Utilizes Facebook as a channel of communication between the internal boardSponsorship Executive:\u25ba Communicated in an efficient and effective manner promoting the organization to potential sponsors\u25ba Reinforces relationships between partners by ensuring that the needs of both parties are met through constant communication via e-mail &telephone
nikki-van-boeyen-01145415;1;01-01-2014;31-01-2015;Junior Chamber International;"Member; Secretary (2015)";null
alisa-lyons-853b518;1;01-09-2000;null;MAC PRO;member;Accredited Makeup Artist and skin care consultant
pulkit7;1;01-01-2015;null;Computer Society Of India(Thapar Branch);Android Head;null
rafal-jackowiak-50404614;1;;null;Next Level Purchasing Association;-;null
lynettekeyowski;1;01-07-2009;30-04-2019;Canadian Society of Association Executives;-;null
mbrpn;1;01-06-2001;null;College of Nurses of Ontario;-;null
kevinpledge;1;01-11-1997;null;Society of Actuaries;Volunteer;Recognized as Outstanding Volunteer by SOA (2012)Presented at numbers meetings and regular contributor of newsletter articles. Served on three section council as elected council members, continued to be actively involved with the section after term had expired.
kevinpledge;2;01-01-2007;30-06-2011;Microsoft;Member of Worldwide Partner Advisory Council;Microsoft's Advisory Council's are invitation-only advisory councils developed by Microsoft Corp. to gather and disseminate feedback on strategic Microsoft products, customer campaigns, competition and programs through close dialogue between selected partners and Microsoft executives, fostering cohesive relationships between Microsoft and it\u2019s partners.
kevinpledge;3;01-12-1993;31-03-1997;Foresters;Volunteer;Participated in local fraternal activities for IOF Foresters, including role as secretary with local court.
jabrel-karshe-60223a15b;1;01-03-2021;null;International Foundation for Protection Officers ( IFPO );member;null
jabrel-karshe-60223a15b;2;01-11-2020;null;ASIS International;Member;null
rochelle-anne-machacon-mlt-51892717;1;01-01-2012;null;CMLTO;-;null
cameronwheler;1;;null;Canadian Professional Sales Association;-;The Canadian Professional Sales Association (CPSA) is Canada\u2032s largest national sales organization. Established in 1874, the CPSA works to enhance the effectiveness, efficiency and professionalism of the sales community.So how does the CPSA support me? They offer wide-ranging sales and relationship building courses to professionals in any level or sector of business, in addition to great discounts on hotels and other travel-related expenses.
cameronwebster;1;01-09-2004;null;CFA Institute;-;null
briony-lennig-cpa-cga-16017b28;1;;null;CPA;Member;null
marco-harrison-mba-16115492;1;01-06-2010;null;APOSQ;-;null
mohamoud-farah;1;01-04-2018;null;HTCIA;Member;null
ascristiano;1;01-06-2013;30-06-2016;APEGA;-;null
jean-philippe-hamel-86252956;1;01-05-2012;31-03-2015;Ordre des ing\u00e9nieurs du Qu\u00e9bec;-;null
kelly-steele-35396b3a;1;01-04-2020;null;The Gotham Film and Media Institute;member;https://awards.thegotham.org/
kelly-steele-35396b3a;2;01-02-2020;null;LIFT;member;https://lift.ca/
kelly-steele-35396b3a;3;01-01-2019;null;IDA;member;https://www.documentary.org/
kelly-steele-35396b3a;4;01-01-2019;null;Sundance Collab;member;https://collab.sundance.org/
kelly-steele-35396b3a;5;01-11-2018;null;Hot Docs;member;https://www.hotdocs.ca/
kelly-steele-35396b3a;6;;null;DOC - Documentary Organization of Canada;Member;https://docorg.ca/en
kelly-steele-35396b3a;7;;null;Influence Film Club;Member;http://influencefilmclub.com
kelly-steele-35396b3a;8;;null;Screen Impact;Subscriber;http://screenimpact.net/
kelly-steele-35396b3a;9;;null;the d-word;Member;http://www.d-word.com/
jeanne-nethania-taufiq-a886681a0;1;01-05-2021;null;AIESEC SFU;Event Coordinator;\u201cAIESEC is a global platform for young people to explore and develop their leadership potential. We are a non-political, independent, not-for-profit organisation run by students and recent graduates of institutions of higher education. Its members are interested in world issues, leadership and management.\u201d
jeanne-nethania-taufiq-a886681a0;2;01-09-2020;30-04-2021;Young Women In Business;Member - Mentee;\u201cYoung Women in Business (YWiB) SFU creates a central forum connecting ambitious, like-minded young women across all educational backgrounds at SFU to achieve personal and professional success on their own terms.\
jeanne-nethania-taufiq-a886681a0;3;01-11-2019;31-08-2020;UNICEF SFU Club;Member;I was a part of the \u2018Spicy Internal Committee\u2019.The club\u2019s mandate described in the Simon Fraser Student Society Club List Website is \u201cfocus to advocate, educate, and fundraise to join the global effort of reversing child-focused humanitarian issues in the developing world.\u201d
jeanne-nethania-taufiq-a886681a0;4;01-08-2019;31-03-2020;Engaged Global Citizenship LLC;Member;\u201cThe Engaged Global Citizenship Living-Learning community brings together students who are excited to build authentic relationships across cultures where they will be given the opportunity to broaden their perspectives and networks and engage in issues facing our world.\u201d - SFU Residence and Housing (Fall 2019/Spring 2020)
jeanne-nethania-taufiq-a886681a0;5;01-10-2018;30-06-2019;Komisi Remaja GKI Kayu Putih;Secretary;null
stewartthompsontelecomconsult;1;01-05-2015;null;TechConnex;Member;null
stewartthompsontelecomconsult;2;01-06-1999;null;CFA Institute;CFA - Chartered Financial Analyst;null
jishy-kannampallil-joseph;1;;null;Project Management Institution(PMI);-;null
jabocario;1;;null;High School Glee Club;Choir;Sang with co-members for school activities and charity concerts.
jabocario;2;;null;Intermediate School Glee Club;Choir;Sang with co-members for school activities and charity concerts.
pratik-tolia;1;;null;Om-Arham Jain Foundation, Switzerland;Member Board of Trustees Communications;The purpose of the Om-Arham foundation:Manifesting of the Jain Religion (Jain Dharma) and the principles of Jainism particularly but not exceptionally, by the actions to be taken with renting or buying of a meeting place and offices, of premises, buying or constructing of buildings as locality which allow the preservation, safekeeping, studying and translation of the canonical and non-canonical scriptures, as well as the practice of the handed down guidelines, particularly of the non-violence and meditation.Formation of a Jain sanctuary for animals and human beings with meditation centre.Teacher education for Jainism.Formation of a Jain university, among others with the compulsory range of the subjects of Sanskrit, Prakrit, Jain-canonical legislation..Support for national and foreign archives, libraries, monasteries, universities and schools, etc.Researches and publications on Jainism, especially, translations of the canonical and non-canonical Scriptures into the European languages. .Realization of public discourses on the basic fundamentals of the lore and the Jain-dharma..Promotion of an e-library of Jain Scriptures. .Missionary work in domestic and abroad.Supporting of the construction of a Jain Temple.The foundation has public benefit nature and pursuits no profit-making purpose at all.Donate to the Foundation!More information can be found at www.om-arham.org
shannon-skogstad-b2450537;1;01-09-1995;null;Manitoba College of Social Workers;-;null
stewartyvr;1;;null;Growth Hackers;-;null
kjellby-martel-p-eng-06a6386a;1;;null;APEGA;No;null
scott-lennox-839a7611a;1;01-06-2013;null;Law Society of Upper Canada;-;null
gabrielle-breton-carbonneau-45506813;1;01-04-2012;null;American Anthropological Association;-;null
peter-gimon-a43a13;1;01-07-2006;null;FEI Canada;-;null
jamie-mcevoy-p-eng-06840014;1;01-11-2014;null;Professional Engineers of Ontario;-;null
mbrichardson;1;01-12-2016;null;Association of Professional Engineers and Geoscientists of Saskatchewan;P. Eng APEGS;null
mbrichardson;2;01-02-2011;null;Association of Professional Engineers and Geoscientists of Alberta;P. Eng APEGA;null
cwang55;1;01-07-2015;null;The Association of Professional Engineers and Geoscientists of Alberta (APEGA);Professional Engineer;null
cwang55;2;01-07-2011;31-07-2015;The Association of Professional Engineers and Geoscientists of Alberta (APEGA);Engineer In Training;null
mohammedmraoua;1;01-09-2010;null;Applied Mathematics Moroccan Society;-;null
mohammedmraoua;2;01-09-2002;null;Moroccan Actuarial Society;-;null
j-ryan-stackhouse-7947294b;1;01-08-2015;null;Phi Kapp Phi;-;null
j-ryan-stackhouse-7947294b;2;01-03-2012;null;German Studies Association;-;null
j-ryan-stackhouse-7947294b;3;01-08-2010;null;Phi Alpha Theta;-;null
madison-bick-mph-8786826a;1;;null;Athena SWAN Main Steering Committee;-;null
madison-bick-mph-8786826a;2;;null;Equality Data Subgroup;-;null
madison-bick-mph-8786826a;3;;null;Organization & Culture Working Group;-;null
lynetteepp;1;01-08-2006;null;CPA, CMA;-;null
johanathan;1;01-01-2015;null;ILTA - International Language Testing Association;-;null
johanathan;2;01-07-2008;null;TESL Canada;Member;null
johanathan;3;01-07-2008;null;TESL Ontario;Member;null
kenemsley;1;01-09-2014;null;Construction Specification Canada;Certified Technical Representative;Active association member and attained designation as Certified Technical Representative through CSC in 2015.
kenemsley;2;01-02-2014;null;Vancouver Regional Construction Association;Member;null
ruth-benoy;1;01-09-2018;null;Brock Leaders' Citizenship Society;Committee Member;BLCS members focus on achieving academic success while actively practicing and developing leadership skills through various opportunities and community involvement.
brionne-mcwilliams-b-s-812065195;1;;null;American Psychological Association;Student membership;null
brionne-mcwilliams-b-s-812065195;2;;null;Association for Psychological Science;Student membership;null
brionne-mcwilliams-b-s-812065195;3;;null;Association of Black Psychologists;Student membership;null
brionne-mcwilliams-b-s-812065195;4;;null;Association of Clinical Psychology;Student membership;null
brionne-mcwilliams-b-s-812065195;5;;null;Canadian Psychological Association;Student membership;null
brionne-mcwilliams-b-s-812065195;6;;null;Women in Cognitive Science\u2014Canada;Student membership;null
mike-laurie-bb795a13;1;01-01-2017;null;O.A.C.E.T.T.;Chair of the chapter from 2006-2011;null
nolan-fitzpatrick-a76024aa;1;01-06-2006;null;The Association of Science & Engineering Technology Professionals of Alberta;-;null
fouadmansour;1;;null;Dr Clown;Member of Financing Committee;Dr Clown\u2019s mission is to improve the quality of life of hospital patients through its \u2018prescription of tenderness\u2019 therapeutic clown programs that combine complicity, playfulness and imagination. Dr Clown brings together professionals from the health care, business and artistic communities. Its goal is to integrate clown doctors into the treatment plans of Canadian health care facilities.  Learn more at www.drclown.ca
fouadmansour;2;;null;Les Amis de la Montagne;Board Member and Chairman of Strategic committee;A registered charitable organization founded in 1986, Les amis de la montagne exists to protect and develop the green spaces of the Mount Royal through community involvement and environmental education.  Visit us at www.lemontroyal.qc.ca
nicole-russell-cpa-ca-cpa-wa-mtax-6278a6107;1;01-10-2015;null;American Institute of Certified Public Accountants (AICPA);-;null
nicole-russell-cpa-ca-cpa-wa-mtax-6278a6107;2;01-07-2015;null;Washington State Board of Accountancy;-;null
nicole-russell-cpa-ca-cpa-wa-mtax-6278a6107;3;01-12-2014;null;Chartered Professional Accountants of BC (CPABC);-;null
nicole-russell-cpa-ca-cpa-wa-mtax-6278a6107;4;01-12-2014;null;Institute of Chartered Accountants of BC (ICABC);-;null
julianna-matyas-7010b46;1;01-01-2012;null;WE ARE THE VILLAGERS;CO-FOUNDER, PRESIDENT;Co-Founder, Geoffrey Crompton from the Library Restaurant in Midland, ON.We believe it takes a whole village to raise a child and it is our responsibility as Villagers to Nurture, Support, Inspire, Motivate, Validate and bring Joy to the children who need us.Purpose is to establish a community organization that recruits volunteers and raises funds dedicated to providing opportunities for children of limited means to experience what the average child enjoys as a matter of course. This would include but not be limited to all sports, gymnastics, outdoor activities, sailing, fishing, singing, dancing, painting, music, theatre and the arts. To provide all necessary means and support to ensure that these children are inspired and given every change to develop their natural talents and abilities and to bring a little joy into each of their lives.Our long term goal is to operate drop in centres that the children of all ages will recognize as a safe environment to gather.You can find us on facebook and soon we will have our own website.
nolan-denney;1;01-07-2021;null;Association of Science and Engineering Technology Professionals of Alberta;Technologist in Training;null
pierre-langelier-07481425;1;01-03-2005;null;Ingram Micro Trust X Alliance;-;null
janet-salter;1;;null;CFA Society Toronto;-;null
janet-salter;2;;null;Canadian Bond Investors\u2019 Association;-;null
janet-salter;3;;null;\u2022\tCFA Institute;-;null
melissa-pullara-ph-d-319b8267;1;01-09-2018;null;Shakespeare Society of America;-;null
melissa-pullara-ph-d-319b8267;2;01-12-2017;null;Renaissance Society of America;-;null
rajiv-gargee;1;01-07-2010;30-09-2013;University of Toronto Orientation;Orientation Executive;\u2022 Assisted with the integration of new students to the University of Toronto student body\u2022 Worked with orientation leaders to ensure 700 new students were acclimated correctly with their classes, coursework, and dormitory requirements\u2022 Mentored teams of 15 students at a time through their coursework and and helped to keep them on track for success
halahan-andrii-37067488;1;01-06-2021;null;IIBA;Member;IIBA Member
daniel-mokelki-3928114a;1;01-01-2012;null;ACSA, CSSE;NCSO;null
ricardo-fasquelle;1;01-01-2018;null;Central America Leadership Initiative;Fellow;null
ricardo-fasquelle;2;01-01-2018;null;The Aspen Institute;Fellow;null
ricardo-fasquelle;3;01-01-2012;null;Central de Ingenios S.A. de C.V. (CISA);Board Member;Company dedicated to the commercialization of Sugar in Honduras, Central America.
ricardo-fasquelle;4;01-01-2012;null;FUNAZUCAR;Board Member;Foundation / non-profit organization created to improve quality of people\u2019s lives that resides in the area of influence of sugar mills in Honduras, Central America.
ricardo-fasquelle;5;01-01-2010;null;Incae Business School;Fellow / Incae's Executive Club;null
cwbweldingapi570inspector;1;01-06-2010;null;Canadian Welding Association;-;null
annapouls;1;01-01-2009;null;Academy of European Studies & Communication Management (The Hague University);Advisory Committee Member;null
annapouls;2;01-02-2014;30-11-2014;Aramco Toastmasters Club (public speaking society);Sergeant at Arms and Founding Board Member;null
annapouls;3;01-05-2013;30-09-2014;Aramco Women's Soccer Team (The Pink Panthers);Captain and Founder of Women's Company Soccer Team;null
annapouls;4;01-02-2011;31-12-2011;Sailing Club (Rotterdam School of Management);Board Member and competition race team member in 5 international regattas;null
annapouls;5;01-01-2011;31-12-2011;Student Association (Rotterdam School of Management);Co-Chair VP Alumni Relations and Executive Board Member (2011);null
annapouls;6;01-07-2008;31-01-2011;Shell Women's Network (SWN);Active Member of Shell Women's Network (SWN);- Coordinator for Mentoring Circles- Member of Cross-Networking Team
gregstewart79;1;01-05-2013;null;Ontario Colleges Athletic Association;Vice President:  Campus Recreation;null
gregstewart79;2;01-05-2012;null;Ontario Colleges Athletic Assocation;Sr Convenor, Men's Varisty Basketball;null
gregstewart79;3;01-09-2007;null;Tournament Capital of Ontario;Board Member;null
janvanzylldejong;1;01-03-2015;null;World at Work;Local Network Leadership Council - Canada and Northeast USA;null
joel-springer-259211104;1;01-09-2013;30-04-2014;Brandon University Politics Society;Vice President;null
joel-springer-259211104;2;01-09-2012;30-04-2013;Brandon University History Club;President;null
nataliesamaha---;1;;null;ARIDO;Intern;The Association of Registered Interior Designers of Ontario
nataliesamaha---;2;;null;IDC;-;Interior Designers of Canada
dueckrandy;1;01-06-2014;30-09-2015;Toast Masters;-;null
dueckrandy;2;01-01-2002;31-01-2004;CIPS (Canada's Association of I.T. Professionals);-;null
jet-santos-a3087233;1;01-01-2013;30-11-2013;Ascend Canada;Interim Vice President Information Technology (VP, IT);Ascend Canada is a not-for-profit organization based in Toronto, Canada.Ascend was started to address the shortage of Pan-Asian leaders in Corporate America and is broadening its reach into Canada. Ascend was launched in Toronto in 2011 with plans to expand into other major Canadian cities in the future.The goal of Ascend Canada is to become the premier national not-for-profit Pan-Asian membership organization for business professionals in Canada.As the VP, IT, I have the overall responsibility for delivering the information technology requirements for Ascend Canada in line with the organization's plans and strategies.  I am also accountable for leading a team of volunteers to formulate and implement IT strategies, run day to day requirements of IT operations, proactively manage IT related risks, and maintain the effectiveness of IT infrastructures.  I report to the President of Ascend Canada and I am an officer of Ascend Canada.
marc-diamond-9a4a6b2b;1;01-05-2015;null;CPSA;-;null
mario-ybanez-42222a25;1;01-08-2011;null;Ontario Association of Certified Engineering Technicians & Technologists (OACETT);-;null
kenfach;1;01-04-2018;null;Canada Task Force 2;Disaster Specialist, Search Working Group Lead;Canada Task Force 2, a division of Calgary Emergency Management Agency, is one of six nationally recognized Heavy Urban Search and Rescue (HUSAR) teams in Canada. CTF2 is comprised of over 150 Rescue Specialists, Doctors, Paramedics, Structural Engineers, Communications Specialists, Canine & Technical Searchers, Logistics Specialists, and Command Staff, who volunteer their time to train and prepare so that they can respond as a highly specialized team, capable of handling a wide variety of demanding disaster and rescue situations.
kenfach;2;;null;Foothills Search and Rescue;Search Manager, Advanced Team Lead Instructor, Past Equine Team Lead, Past Board Member;Foothills Search and Rescue (FSAR), operating out of Turner Valley, Alberta, is a trained volunteer organization tasked by local police services and municipalities. FSAR responds to emergencies in southwestern Alberta under the mandate of the Office of the Fire Commissioner.Recipient of Alberta Emergency Services Medal - 12 years (2017)Recipient of The Alberta Heroes of the Flood program (2014)
mohammedri;1;01-01-2016;null;University of Waterloo Dragon Boat Competitive Team - Warriors;Athlete;null
mohammedri;2;01-09-2015;null;Toastmasters International;Member;null
mohammedri;3;01-09-2014;null;IEEE (Institute of Electrical and Electronics Engineers);Member;null
mohammedri;4;01-09-2013;null;University of Waterloo Entrepreneurship Society;Member;null
alyssa-campbell-56787435;1;01-08-2016;null;College of Physical Therapists of British Columbia;-;null
alyssa-campbell-56787435;2;01-01-2014;null;Canadian Physiotherapy Association;-;null
fcsv-cfvh;1;01-09-2017;null;Fondation canadienne pour la sant\u00e9 vasculaire;Responsable;Responsable de la FCSV.
chad-clark-2a6892b4;1;01-03-2015;null;Steve Nash Fitness World;-;null
kjeld-gattinger-9a09331;1;01-06-2013;null;CFA Institute;CFA Charterholder;null
nicolas-dupras;1;01-08-2008;null;Ordre des Ing\u00e9nieurs du Qu\u00e9bec (OIQ);-;null
don-mahar-1983b52;1;01-01-2002;null;Queen's Golden Jubilee Medal;-;null
don-mahar-1983b52;2;;null;Pillar Society;National President;The Pillar Society is the retirement / veterans organization for former RCMP Security Service and former CSIS officers in Canada.
kelly-steffens-2066a4b1;1;01-09-1998;null;CAMRT;-;null
bailey-guminny-27998b62;1;;null;American Society of Criminology;Member;null
laurier-donais-60a57994;1;01-12-1993;null;Chartered Professional Accountants;-;null
jarvis-asamoah-jr-8081b528;1;01-03-2015;null;CPSA;-;null
michael-pelchovitz-68926921;1;01-06-2014;null;SEMPO;-;null
gurjithundal;1;01-04-2013;null;Canadian Payroll Assoication (CPA);Member;null
simon-richardson-3436a3a8;1;01-02-2016;null;CLAC;-;null
mohammedmoustafa;1;01-02-2011;31-05-2011;Rassd Network News;Deputy Chairman of the Board;null
anum-n-3017793b;1;01-02-2014;null;Canadian Payroll Association;-;null
mbstaley;1;;null;Alberta Cancer Society;-;Volunteer and donator
mbstaley;2;;null;Canadian Blood Services;-;Donate blood exceeding 75 donations
mbstaley;3;;null;Edmonton Humane Society;-;Volunteer and donator
mel-tugade-1293a477;1;;null;SFU Lumini;-;null
berna-tabet-ll-b-7a685647;1;01-04-2011;31-05-2012;Sexual assault Center - Centre des victimes d'agression sexuelle de Montr\u00e9al;Member of the Board - Repr\u00e9sentante au Conseil d'administration;null
jane-haque-b3875879;1;01-01-2013;null;SendOutCards;Sr. Distributor;"\""Changing lives, one card at a time\"
gregsteffensen;1;;null;Calgary Exchange Group;President;null
muhammad-tanveer-iqbal-7439b420;1;01-11-2010;null;Project Management Institute (PMI);-;null
backen-wu-msc-11aa9459;1;01-09-2014;null;Department of Chemistry and Centre for Research in Mass Spectrometry, York University;-;null
pulkitlamba1070;1;01-10-2016;30-09-2017;Aiesec;Marketing Team;null
pulkitlamba1070;2;01-07-2017;30-09-2017;The Climber;Sales Manager;null
catherinecosentinocscmp;1;;null;Supply Chain Management Association;-;null
jinyong-he-935181b9;1;01-04-2015;null;OACETT;associate member;null
deanna-alvarez-9064b7104;1;01-01-2014;null;Pulse Hip Hop Dance Team;-;null
deanna-alvarez-9064b7104;2;01-01-2012;30-06-2013;National Honors Society;-;null
alberta-abby-malic-b-sc-a4755446;1;;null;National Association of Realtors;-;null
alberta-abby-malic-b-sc-a4755446;2;;null;Oakville, Milton and District Real Estate Board;Member;null
alberta-abby-malic-b-sc-a4755446;3;;null;The Society of Accredited Senior Agents;Accredited Senior Agent;null
alberta-abby-malic-b-sc-a4755446;4;;null;Toronto Real Estate Board;Member;null
joey-pellettieri-bcomm-22259297;1;01-07-2014;null;Italian Youth Association of Edmonton/Associazione Giovani Italiani di Edmonton;Member;Italian Youth Association of EdmontonA youth group aimed at bringing the Edmonton Ital-Canadians together to celebrate the Italian culture! To revive our communities, and to educate the youth about their culture.
joey-pellettieri-bcomm-22259297;2;01-01-2008;null;Brotherhood of Power Engineers;Member;null
joey-pellettieri-bcomm-22259297;3;01-01-2008;null;Power Engineer's Annonymous;Member;null
jean-philippe-hunter-b66b6543;1;01-08-2008;null;ORHRI;-;null
catherineclaveau;1;01-11-1989;null;Barreau du Qu\u00e9bec;Membre du comit\u00e9 ex\u00e9cutif et du Conseil g\u00e9n\u00e9ral 2014-2015;null
deborah-mozo-hernandez-bb87ba73;1;;null;Graduate Students' Caucus at the Department of English & Cultural Studies;Representative for CACLALS (Canadian Association for Commonwealth Literature and Language Studies);null
mike-lawlor;1;01-06-1993;null;AETTNL;-;null
jay-neudorf-b8193b57;1;01-01-2006;31-12-2007;Kody Place Strata Council;President;null
ian-setzkorn-6276b666;1;;null;IHSA Masonry and Tile committee and Haldimand slo-pitch softball managment;-;null
kenny-hotz-6101a7;1;01-03-2003;null;WGC;member;null
kenny-hotz-6101a7;2;01-01-2000;null;ACTRA;member;null
elicia-c-491b56b6;1;01-09-2014;31-05-2016;Anthropology Students' Association;Co-President;- Played a manager role in charge of over 20 people- Scheduled meetings, coordinated events and maintained strong relationships in a collaborative manner- Under my leadership, this club significantly improved from past years running through conducting large cultural events, and increased faculty and department involvement- Voiced past issues with the association and took a holistic perspective to improve and sustain our club- Remaining in co-presidency position for upcoming year
pratikcqe;1;;null;American Society for Quality;Certified Quality Engineer (CQE);null
gilles-massicotte-95896026;1;01-09-2009;null;Project Management Institute (PMI);-;null
chad-chartrand-48980120;1;;null;Canadian Public Relations Society;-;null
pulnyev;1;01-02-2020;null;Royal Institution of Chartered Surveyors;MRICS;RICS promotes and enforces the highest professional qualifications and standards in the development and management of land, real estate, construction and infrastructure.
pulnyev;2;01-02-2014;null;Project Management Institute;-;null
pulnyev;3;01-01-2006;null;Canadian Construction Association;-;null
pulnyev;4;01-01-2006;null;Canadian Institute of Quantity Surveyors;-;null
marco-ho-95794b15a;1;01-01-2019;null;CU CHAMPION;Core Team;Research Team Member
gilles-massey-pmp-5bb1a939;1;01-03-2012;null;PMP;-;null
muhammad-tanvir-alam-4382521a;1;01-01-2003;null;IEEE;Member;null
jade-madeira-83091340;1;;null;CRA;-;null
cameronwilson16;1;01-01-2016;null;Open Geospatial Consortium;Planning and Strategic Committee representative for Canada;The Open Geospatial Consortium (OGC) is an international not for profit organization committed to making quality open standards for the global geospatial community. These standards are made through a consensus process and are freely available for anyone to use to improve sharing of the world's geospatial data.
farvaque-emmanuel-65323a69;1;01-09-2019;null;Fc 3 lacs;entraineur chef FU11;null
christopher-misch-31231334;1;01-10-2014;null;RBC MOSAIC;Memeber;"MOSAIC's mission is to help foster an inclusive culture by enabling the success of visible minorities and newcomers to Canada within RBC. RBC MOSAIC provides peer support through networking, mentoring and coaching; promotes education and awareness; and supports employee engagement and retention."
michelle-phoon-828a9563;1;01-07-2015;null;University of Toronto Business Association;VP of Industrial Relations;null
michelle-phoon-828a9563;2;01-01-2013;31-12-2013;University of Toronto's Fashion Networking Organization;Events Committee;Involved in organizing and managing events. Coordinated logistics involved in event planning and also venue booking.
shawn-bunger-b6a6a358;1;01-07-2011;null;International municipal signal association;-;null
