public_identifier;num_accomplishment_patents;title;issuer;issued_on;description;application_number;patent_number;url
vadim-gliner-72904213;18;;United States;01-01-2016;Apparatus, including a guidewire having a distal end, that is configured to be inserted into proximity with a nasal sinus of a patient, the guidewire having a lumen. The apparatus also includes an optic fiber, traversing the lumen, configured to illuminate the distal end, and a coil, wound around the optic fiber and located within the lumen at the distal end, configured to generate a signal in response to a magnetic field interacting with the coil. A processor is configured to receive the signal and to evaluate a location of the distal end in response to the signal.;20160007842;20160007842;http://patents.justia.com/patent/20160007842
vadim-gliner-72904213;19;;United States;01-01-2016;Cardiac catheterization is carried out by memorizing a designation of a contact state between an electrode of the probe and the heart wall as one of an in-contact state and an out-of-contact state, and making a series of determinations of an impedance phase angle of an electrical current passing through the electrode and another electrode, identifying maximum and minimum phase angles in the series, and defining a binary classifier adaptively as midway between the extremes. A test value is compared to the classifier as adjusted by a hysteresis factor, and a change in the contact state is reported when the test value exceeds or falls below the adjusted classifier.;20160008065;20160008065;http://patents.justia.com/patent/20160008065
vadim-gliner-72904213;20;;United States;31-12-2015;Apparatus, including a rigid gripper configured to fasten around a cylindrical object. The apparatus further includes a pair of conductors attached to the gripper so as to make contact with one another, while the gripper is fastened around the cylindrical object, at a location along a length of the conductors that varies responsively to a diameter of the cylindrical object. The apparatus also includes a sensing circuit configured to measure an impedance of a current passing through the pair of conductors and to generate an indication of the diameter responsively to the impedance.;20170189122;20170189122;http://patents.justia.com/inventor/vadim-gliner
vadim-gliner-72904213;21;;United States;22-12-2015;While a catheter that includes (i) a catheter body, and (ii) a catheter shaft, which includes a sensor and which is disposed inside a lumen of the catheter body, is inside a body of a subject, a position and an orientation of a distal end of the catheter body with respect to the sensor are ascertained, based on (a) a calibration image, acquired by an imaging system, that shows an indication of the distal end of the catheter body, and (b) a signal from the sensor, but not based on any indication of the sensor shown in the calibration image. Using the ascertained position and orientation of the distal end of the catheter body with respect to the sensor, a visual output is generated. Other embodiments are also described.;20170172456;20170172456;http://patents.justia.com/patent/20170172456
vadim-gliner-72904213;22;;United States;27-10-2015;Cardiac ablation is monitored to detect hemopericardium by iteratively acquiring magnetic resonance imaging (MRI) data that includes the pericardium, measuring the pericardium by analyzing the sets of MRI data, making a determination that a measurement of the pericardium in consecutive sets of MRI data differ, and responsively to the determination reporting a change in configuration of the pericardium.;20150305646;20150305646;http://patents.justia.com/patent/20150305646
vadim-gliner-72904213;23;;United States;03-09-2015;An apparatus includes a detector assembly, a positioning unit, and interface circuitry. The detector assembly includes an array of multiple magnetic field detectors. The positioning unit is configured to fix the detector assembly at one or more known positions relative to a location pad, which generates magnetic fields for performing position measurements on an intra-body magnetic field detector using a positioning system. The interface circuitry is configured to output electrical signals that are produced by the magnetic field detectors of the detector assembly when the detector assembly is fixed at the known positions, so as to calibrate the position measurements performed by the positioning system.;9638820;9638820;http://patents.justia.com/patent/20150247944
vadim-gliner-72904213;24;;United States;25-06-2015;An embodiment of the present invention provides a location pad including a housing having a flat surface and multiple field generators. The multiple field generators are fixed to the housing and are configured to generate respective magnetic fields having respective axes that are perpendicular to the flat surface.In some embodiments, the flat surface lies in a plane. In other embodiments, the flat surface is curved. In yet other embodiments, the housing has a thickness no greater than 5 millimeters. In some embodiments, the field generators include coils having windings that are parallel to the surface. In other embodiments, the housing includes elastic material that is configured to hold the field generators and to dampen resonances in the field generators.There is also provided, in accordance with an embodiment of the present invention, a method for producing a location pad, including providing a housing having a flat surface. Multiple field generators are fixed to the housing, such that the field generators generate respective magnetic fields having respective axes that are perpendicular to the flat surface.There is additionally provided, in accordance with an embodiment of the present invention, a method for position tracking including driving multiple field generators that are coupled to a flat surface in a vicinity of a patient body with multiple respective drive signals, so as to cause the field generators to generate respective magnetic fields having respective axes that are perpendicular to the flat surface. At least one electrical signal is measured that is induced by the magnetic fields in a position sensor coupled to an intra-body probe inserted into the patient body. A position of the probe in the body is estimated based on the electrical signal.;20150173643;20150173643;http://patents.justia.com/patent/20150173643
vadim-gliner-72904213;25;;United States;15-01-2015;A method includes delivering a Radio Frequency (RF) signal having a time-varying power from an intra-body probe to tissue in a vicinity of the probe in order to ablate the tissue. A temperature is measured in the vicinity of the probe. A decision is made as to whether the probe is in contact with the tissue, by comparing the measured temperature to a temperature threshold that varies in time depending on the time-varying power of the RF signal.;20150018813;20150018813;http://www.patentbuddy.com/Patent/20150018813
vadim-gliner-72904213;26;;United States;29-12-2014;A method for tissue assessment includes ablating tissue at a site within a body of a living subject using an invasive probe applied to the site. At a first stage in ablation of the tissue, first measurements are made of scattered light intensities from the site at a plurality of different wavelengths. At a second stage in the ablation of the tissue, subsequent to the first stage, second measurements are made of the scattered light intensities from the site at the plurality of different wavelengths. Progress of the ablation is assessed by computing different, respective measures of change in the scattered light intensities at the different wavelengths occurring between the first and second measurements, and comparing the respective measures.;20150119872;20150119872;http://patents.justia.com/patent/20150119872
vadim-gliner-72904213;27;;Europe;01-06-2014;Medical apparatus includes a probe, having a distal segment configured for insertion into abody of a patient. The probe includes at least one optical sensing unit, which is disposedalong the distal segment and includes first and second radiation sources, configured to emitoptical radiation in different, respective, first and second wavelength bands toward tissue inthe body in proximity to the distal segment. An optical sensor is configured to receive theoptical radiation in the first and second wavelength bands that is scattered from the tissueand to output first and second electrical signals responsively to an intensity of the receivedoptical radiation.;Device for optical lesion assessment;Device for optical lesion assessment;http://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2742892&KC=&FT=E&locale=en_EP
vadim-gliner-72904213;28;;United States;27-03-2014;Testing a thermocouple-based RF ablation system is carried out by connecting a temperature simulator to an ablator module. The ablator module is operative to vary a radiofrequency power output thereof in a predefined manner in response to predefined variations in a temperature signal from the simulator. The method is further carried out by delivering RF power from the ablator module to the temperature simulator, and while delivering RF power, performing the steps of: communicating temperature signals from the temperature simulator to the ablator module, varying the communicated temperature signals, and verifying that a variation in the power output of the ablator module in response to varying the temperature signals conforms to the predefined manner.;20140086273;20140086273;http://www.freshpatents.com/-dt20140327ptan20140086273.php
vadim-gliner-72904213;29;;United States;27-08-2013;A method, including injecting a current between an electrode of a catheter and tissue in proximity to the catheter, the catheter having a force sensor configured to measure a force between the catheter and the tissue. The method further includes measuring a succession of phase shifts of the current relative to a fixed reference and verifying that a cardinality of the measured phase shifts falling below a predetermined threshold increases over a predetermined time period. A zero-force point for the force sensor is calibrated according to the force measured by the force sensor during the predetermined time period.;20150066021;20150066021;https://patents.justia.com/patent/20150066021
vadim-gliner-72904213;30;;United States;01-02-2012;Cardiac catheterization is carried out by memorizing a designation of a contact state between an electrode of the probe and the heart wall as one of an in-contact state and an out-of-contact state, and making a series of determinations of an impedance phase angle of an electrical current passing through the electrode and another electrode, identifying maximum and minimum phase angles in the series, and defining a binary classifier adaptively as midway between the extremes. A test value is compared to the classifier as adjusted by a hysteresis factor, and a change in the contact state is reported when the test value exceeds or falls below the adjusted classifier.;US20140051959;US20140051959;http://www.freshpatents.com/-dt20140220ptan20140051959.php
vadim-gliner-72904213;31;;United States;28-06-2011;Method of optical pressure measurement using lumen and led illumination.;US20120330190;US20120330190;http://www.ipaustralia.com.au/applicant/biosense-webster-israel-ltd/patents/AU2012203118/
vadim-gliner-72904213;32;;20170189122;null;Apparatus, including a rigid gripper configured to fasten around a cylindrical object. The apparatus further includes a pair of conductors attached to the gripper so as to make contact with one another, while the gripper is fastened around the cylindrical object, at a location along a length of the conductors that varies responsively to a diameter of the cylindrical object. The apparatus also includes a sensing circuit configured to measure an impedance of a current passing through the pair of conductors and to generate an indication of the diameter responsively to the impedance.;null;null;https://patents.justia.com/patent/20170189122
vadim-gliner-72904213;33;;20170172456;null;While a catheter that includes (i) a catheter body, and (ii) a catheter shaft, which includes a sensor and which is disposed inside a lumen of the catheter body, is inside a body of a subject, a position and an orientation of a distal end of the catheter body with respect to the sensor are ascertained, based on (a) a calibration image, acquired by an imaging system, that shows an indication of the distal end of the catheter body, and (b) a signal from the sensor, but not based on any indication of the sensor shown in the calibration image. Using the ascertained position and orientation of the distal end of the catheter body with respect to the sensor, a visual output is generated. Other embodiments are also described.;null;null;http://patents.justia.com/patent/20170172456
vadim-gliner-72904213;34;;20170172456;null;While a catheter that includes (i) a catheter body, and (ii) a catheter shaft, which includes a sensor and which is disposed inside a lumen of the catheter body, is inside a body of a subject, a position and an orientation of a distal end of the catheter body with respect to the sensor are ascertained, based on (a) a calibration image, acquired by an imaging system, that shows an indication of the distal end of the catheter body, and (b) a signal from the sensor, but not based on any indication of the sensor shown in the calibration image. Using the ascertained position and orientation of the distal end of the catheter body with respect to the sensor, a visual output is generated. Other embodiments are also described.;null;null;https://patents.justia.com/patent/20170172456
vadim-gliner-72904213;35;;20170135754;null;pparatus, including a guidewire, having a distal end dimensioned to penetrate into a nasal sinus and a balloon, which is fitted over the guidewire in proximity to the distal end. There is an inflation channel, which runs along the guidewire and is coupled to convey a pressurized fluid into the balloon so as to inflate the balloon. The apparatus also includes a first electrode, fixedly attached to a distal tip of the guidewire, and a second electrode, fixedly attached to the guidewire at a location proximal to the distal tip. There are conductive leads running along the guidewire and coupled to apply an electrical potential between the first and second electrodes.;null;null;https://patents.justia.com/patent/20170135754
vadim-gliner-72904213;36;;20170258530;null;Thermography of an ablation site is carried out by navigating a probe into contact with target tissue in the heart, obtaining a first position of a position sensor in the probe and acquiring a first magnetic resonance thermometry image of the target tissue. The method is further carried out during ablation by iteratively reading the position sensor to obtain second positions, and acquiring a new magnetic resonance thermometry image of the target tissue when the distance between the first position and one of the second positions is less than a predetermined distance. The images are analyzed to determine the temperature of the target tissue.;null;null;https://patents.justia.com/patent/20170258530
vadim-gliner-72904213;37;;US20140171806A1;null;Medical apparatus includes a probe, having a distal segment configured for insertion into a body of a patient. The probe includes at least one optical sensing unit, which is disposed along the distal segment and includes first and second radiation sources, configured to emit optical radiation in different, respective, first and second wavelength bands toward tissue in the body in proximity to the distal segment. An optical sensor is configured to receive the optical radiation in the first and second wavelength bands that is scattered from the tissue and to output first and second electrical signals responsively to an intensity of the received optical radiation.;null;null;http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.html&r=1&f=G&l=50&s1=%%2220140171806%%22.PGNR.&OS=DN/20140171806&RS=DN/20140171806
vadim-gliner-72904213;38;;20170189123;null;A surgical apparatus includes a rotatable shaft and a hollow insertion tube. The shaft includes at least one optical marker located thereon. The insertion tube is configured for insertion into a patient body, and is coaxially disposed around the shaft. One or more optical devices are coupled around an inner perimeter of the insertion tube and are configured to detect the marker and output one or more signals indicative of an angular position of the detected marker.;null;null;https://patents.justia.com/patent/20170189123
vadim-gliner-72904213;39;;20170196536;null;A method for estimating a thickness of tissue includes receiving multiple measurements, each measurement indicating (i) a respective mechanical pressure applied to the tissue, and (ii) one or more round-trip propagation times of an ultrasound wave traversing the tissue in the presence of the respective mechanical pressure. A set of the measurements is selected, having mechanical pressures that fall in a specified partial subrange of mechanical-pressure values. The thickness of the tissue is estimated based on the round-trip propagation times in the selected set of the measurements.;null;null;https://patents.justia.com/patent/20170196536
chaim-linhart-13b76048;1;;10/335,224;null;null;null;null;null
chaim-linhart-13b76048;2;;13/494,411;null;null;null;null;null
chaim-linhart-13b76048;3;;13/371,911;null;null;null;null;null
chaim-linhart-13b76048;4;;14/816,852;null;null;null;null;null
chaim-linhart-13b76048;5;;13/008,819;null;null;null;null;null
chaim-linhart-13b76048;6;;13/313,261;null;null;null;null;null
urikareev;1;;7,440,447;null;null;null;null;http://www.google.com.ar/patents/US8005066
nir-waiskopf-67796037;1;;United States;01-01-2018;null;null;null;null
nir-waiskopf-67796037;2;;United States;01-01-2017;null;null;null;null
nir-waiskopf-67796037;3;;United States;01-01-2015;null;US10442944B2;US10442944B2;null
nir-waiskopf-67796037;4;;null;null;null;null;null;null
nir-waiskopf-67796037;5;00;WO2020148753A1;null;null;null;null;null
alon-kaufman-24067b154;1;;United States;01-11-2017;null;9830599;9830599;null
alon-kaufman-24067b154;2;;United States;01-08-2017;null;9722996;9722996;null
alon-kaufman-24067b154;3;;United States;01-07-2017;null;9699660;9699660;null
alon-kaufman-24067b154;4;;United States;01-05-2017;null;9641489;9641489;null
alon-kaufman-24067b154;5;;United States;01-03-2017;null;9601000;9601000;null
alon-kaufman-24067b154;6;;United States;01-01-2017;null;9558346;9558346;null
alon-kaufman-24067b154;7;;United States;01-10-2016;null;9460390;9460390;null
alon-kaufman-24067b154;8;;United States;01-10-2016;null;9462009;9462009;null
alon-kaufman-24067b154;9;;United States;01-05-2016;null;9355234;9355234;null
alon-kaufman-24067b154;10;;United States;01-03-2016;null;9292793;9292793;null
alon-kaufman-24067b154;11;;United States;01-10-2015;null;9160726;9160726;null
alon-kaufman-24067b154;12;;United States;01-07-2015;null;9092782;9092782;null
alon-kaufman-24067b154;13;;United States;01-03-2015;null;8973096;8973096;null
alon-kaufman-24067b154;14;;United States;01-11-2014;null;8880441;8880441;null
alon-kaufman-24067b154;15;;United States;01-10-2014;null;8875267;8875267;null
alon-kaufman-24067b154;16;;United States;01-10-2014;null;8856923;8856923;null
alon-kaufman-24067b154;17;;United States;01-09-2014;null;8832790;8832790;null
alon-kaufman-24067b154;18;;United States;01-07-2014;null;8752144;8752144;null
alon-kaufman-24067b154;19;;United States;01-07-2013;null;8478688;8478688;null
alon-kaufman-24067b154;20;;United States;01-03-2013;null;9509688;9509688;null
alon-kaufman-24067b154;21;;9426168;null;null;null;null;null
alon-kaufman-24067b154;22;;8850575;null;null;null;null;null
alon-kaufman-24067b154;23;;9699196;null;null;null;null;null
alon-kaufman-24067b154;24;;8478688;null;null;null;null;null
alon-kaufman-24067b154;25;;9690937;null;null;null;null;null
alon-kaufman-24067b154;26;;9729525;null;null;null;null;null
alon-kaufman-24067b154;27;;8752144;null;null;null;null;null
alon-kaufman-24067b154;28;;8528049;null;null;null;null;null
alon-kaufman-24067b154;29;;9325733;null;null;null;null;null
alon-kaufman-24067b154;30;;9721087;null;null;null;null;null
alon-kaufman-24067b154;31;;9560027;null;null;null;null;null
amir-burstein-a020334;1;;United States;16-04-2015;A disclosed apparatus for sensing and processing an object in a cavity (104) comprises a sensing RF source (110) and a sensing antenna (112), and a processing RF source (120) and a processing antenna (122). The sensing RF source is configured to generate low power RF radiation at a first frequency range and the sensing antenna is configured to feed the cavity with RF radiation generated by the low power RF source. The processing RF source is configured to generate high power RF radiation at a second frequency range, and the processing antenna is configured to feed the cavity with RF radiation generated by the processing RF source. A protecting system (130) configured to protect the sensing RF source from RF radiation generated by the processing RF source may be provided.;null;null;https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2015052145&recNum=1&office=&queryString=ALLNAMES%%3A%%28CHAIMOV%%2C+Itzhak%%29&prevFilter=&sortOption=Pub+Date+Desc&maxRec=3
amir-bahar-ph-d-913a9a26;1;;United States;01-01-2019;null;US10478519;US10478519;null
francesca-halfon-43b215119;1;;null;null;null;null;null;null
eliyahu-sason-445b4343;1;;United States;13-04-2017;null;IL920160102US1;IL920160102US1;https://patents.google.com/patent/US20180247405A1/en
eliyahu-sason-445b4343;2;;IL820150144;null;IL820150144;null;null;https://patents.google.com/patent/US20180060719A1/en
nechmad;1;;United States;29-10-2009;A method for enabling a Website to provide a ranking formula for data relevant to visitor activities. The method includes aggregating the data, monetizing the activity data and correlating the data, such that information is derived to enable a desired expansion of at least one designated activity. Another method is disclosed for managing an ad campaign for a Website based a visitor's previous activities. This second method includes analyzing a visitor's behavior resulting in observations such as that a visitor is a gadget-lover or is interested in babies'\u200b accessories. The method also includes tagging a visitor's profile with the respective observation, deciding by the Website as to the demographic factor to be targeted for an ad. For example, if the Website is selling chairs, people are located who are building new houses or who are interested in furnishings. Finally the most relevant ads are served to each visitor according to his profile.;null;null;https://www.google.com/patents/US20100205024
nechmad;2;;US20100205024A1;null;A method for enabling a Website to provide a ranking formula for data relevant to visitor activities. The method includes aggregating the data, monetizing the activity data and correlating the data, such that information is derived to enable a desired expansion of at least one designated activity. Another method is disclosed for managing an ad campaign for a Website based a visitor's previous activities. This second method includes analyzing a visitor's behavior resulting in observations such as that a visitor is a gadget-lover or is interested in babies' accessories. The method also includes tagging a visitor's profile with the respective observation, deciding by the Website as to the demographic factor to be targeted for an ad. For example, if the Website is selling chairs, people are located who are building new houses or who are interested in furnishings. Finally the most relevant ads are served to each visitor according to his profile.;null;null;null
oren-cohen-374713197;1;;US10376364B2;null;null;null;null;null
oren-cohen-374713197;2;;US20180311039A1;null;null;null;null;null
oren-cohen-374713197;3;;US20210015606A1;null;null;null;null;null
oren-cohen-374713197;4;;US10806573B2;null;null;null;null;null
oren-cohen-374713197;5;;US10603165B2;null;null;null;null;null
oren-cohen-374713197;6;;US20200390547A1;null;null;null;null;null
oren-cohen-374713197;7;;US20200188099A1;null;null;null;null;null
oren-cohen-374713197;8;;US10646340B2;null;null;null;null;null
oren-cohen-374713197;9;;WO2020092251A1;null;null;null;null;null
omri-faingold-42ab7432;1;;United States;01-01-2016;null;null;null;https://patents.google.com/patent/US20170128616A1/en
omri-faingold-42ab7432;2;;null;null;Compositions comprised of oxidized cellulose (OC) in the form of a powder, wherein the carboxyl content of the OC is about 9%% to about 18%%, by weight, are disclosed. Optionally, the powder is in an aggregated form. Uses of the compositions for preventing tissue adhesion in the presence of bleeding are further disclosed.;null;null;https://patents.google.com/patent/US20200261492A1
omri-faingold-42ab7432;3;;null;null;The present invention provides compositions comprised of oxidized cellulose (OC) and glycerol, with the ratio of glycerol to OC being at least about 0.5:1 w/w glycerol:OC and/or with the viscosity of the composition being at least 10%% higher than that of the glycerol and lower than about 2.6\u00d7109 cP, with the total water content being less than about 8%% w/w. Further provided is adhesion prevention powder comprised of OC having a carboxyl content of equal to below 18%% characterized by high adhesion prevention potency. Uses of the compositions as hemostats or as adhesion prevention material, and methods for the preparation thereof are further provided herein.;null;null;https://patents.google.com/patent/US20200139021A1
omri-faingold-42ab7432;4;;null;null;The present invention relates to improved hemostatic compositions comprising cellulose-based fibers supplemented with compounds, preparation and use thereof.;null;null;https://patents.google.com/patent/US20200171201A1
omri-faingold-42ab7432;5;41;WO 2014/002089 A1;null;null;null;null;https://patents.google.com/patent/US20150175666A1/en
omri-faingold-42ab7432;6;;null;null;Provided is an applicator for the dispensing of a powder such as a pharmaceutical powder, on a target location. Also, provided are methods of applying a powder on a surface using the applicator.;null;null;https://patents.google.com/patent/US20190134366A1
omri-faingold-42ab7432;7;;null;null;"The present invention provides methods for large scale preparation of sterile stable liquid thrombin composition comprised of glycerol; stable liquid thrombin compositions; and hemostatic composition and kits. The present invention further provides hemostatic compositions comprised of liquid thrombin, glycerol and gelatin. Further provided herein is a method for the large-scale production of a sterile liquid thrombin composition comprised of glycerol.";null;null;https://patents.google.com/patent/US20200054720A1
omri-faingold-42ab7432;8;;null;null;"The invention provides a wound dressing made by an ex vivo formed combination of fibrinogen and/or fibrin containing-liquid formulation and an oxidized cellulose (OC) backing; and use thereof";null;null;https://patents.google.com/patent/US20190184052A1
dannylahav;1;;Europe;30-12-2002;A high-rate parallel Bose-Chaudhuri-Hocquenghen (BCH) encoder (200) is used for error correcting codes. The BCH encoder (200) produces the redundancy information (270) by calculating the remainder (210) of the input data by a generator polynomial. To allow parallel processing, the encoder operates in two phases: firstly, predicting the quotient (210), and secondly, calculating the remainder (220) corrrelated with the input data. This encoder implementation is particularly suitable for encoding data transmitted in high line rate networks, such as an optical networks.;WO 2004059851;WO 2004059851;http://patentscope.wipo.int/search/en/WO2004059851
dannylahav;2;;United States;10-12-2002;An apparatus and method utilizing an efficient forward error correction (FEC), targeted for processing optical transport network (CTN) signals having transmission rates in excess of 10 Gbps. The FEC uses an advanced implementation of the Bose Chaudhuri Hocquenghem (BCH) code. The use of the BCH code for the FEC improves the performance over prior art solutions for both error correction and detection.;US20050068995;US20050068995;http://pdfaiw.uspto.gov/.aiw?Docid=20050068995
dannylahav;3;;United States;04-09-2002;A method for mapping and multiplexing of constant bit rate (CBR) signals into optical transport network (OTN) frames is provided. The method, in addition, enables the transportation of data from a plurality of SONET/SDH clients through a single OTN frame. The preferred method thereby enables efficient adoption of SONET/SDH legacy equipment by OTN networks.;US20030048813;US20030048813;http://pdfaiw.uspto.gov/.aiw?Docid=20030048813
dannylahav;4;;United States;28-08-2002;An apparatus and method for detection of periodic patterns in digital high rate transmission systems. The apparatus generates a synthetic data stream and compares, in parallel, a sample of the generated data to a sample of an input data stream. If the number of mismatches between both sets of data is equal to or below a defined threshold, then a detection signal is asserted. The provided apparatus may be configured to detect any type of pattern.;US20030043938;US20030043938;http://pdfaiw.uspto.gov/.aiw?Docid=20030043938
dannylahav;5;;United States;08-07-2002;Architecture for efficient processing of the evolving OTN transmission technology, standardized under ITU-T G.709, in conjunction with existing and emerging SONET/SDH protocol signals, standardized under ANSI T1.105/ITU-T G.707. The new architecture allows processing the SONET/SDH signals, and/or OTN signals, and/or SONET/SDH mapped into OTN signals more efficiently. The architecture further allows processing and multiplexing of lower order signals into a higher order signal such as quad OC-192 into OC-768 or quad OC-192 into OPU3 and OTU3. This architecture uses an embedded processor to process some of the signals' overhead in software, contributing to an additional level of flexibility in the processing. This architecture enables customization and allowing for future standard updates and upgrades. The architecture can be upgraded to SONET OC-3072, SDH STM-1024 and OTU4, which currently are not standardized. The architecture can also be used for the implementation of SONET OC-192 with OTN OTU2.;US20030120799;US20030120799;http://pdfaiw.uspto.gov/.aiw?Docid=20030120799
pablocusnir;1;;United States;16-02-2006;null;7,564,904;7,564,904;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=7564904.PN.&OS=PN/7564904&RS=PN/7564904
ron-eyal-99438614b;1;;Israel;21-12-2017;null;null;null;null
andrey-karpenko-20223aa5;1;;Russian Federation;15-03-2010;null;95339;95339;null
urilavi;1;;United States;29-08-2013;With the growth of the Internet, the creation and distribution of video content has increased dramatically. The need to analyze and understand this content has likewise increased. For example, there is an increasing need to identify videos containing illegal material, violations of an artist\u2019s copyright, criminals, etc. To perform these detections, the video content must be processed and analyzed. Unfortunately, the sheer volume of video data and the difficulty of identifying relevant portions of the video data often thwart such attempts. In some cases, adequate tools may exist to perform an analysis, but the analysis is only tractable when performed on a handful of image frames. If the tools were applied to entire videos, it would take far too long to receive the results. Furthermore, some tools are more suitable in some contexts than others. When applied indiscriminately to videos of every quality and character these tools may return false positives or misdirect a suite of other analysis tools...;8913872;8913872;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PTXT&s1=%%22EFFICIENT+CONTENT+BASED+VIDEO+RETRIEVAL%%22&OS=
urilavi;2;;United States;07-05-2013;A system and methods to detect similarities between images is disclosed herein. The system and methods allow comparisons between a query image and one or more catalog images in a manner that is resilient to scanning, scaling, rotating, cropping and other distortions of the query image...;8885984;8885984;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PTXT&s1=8885984&OS=8885984&RS=8885984
urilavi;3;;United States;30-06-2011;"Apparatus for matching a query image against a catalog of images, comprises: a feature extraction unit operative for extracting principle features from said query image; a relationship unit operative for establishing relationships between a given principle feature and other features in the image, and adding said relationships as relationship information alongside said principle features; and a first comparison unit operative for comparing principle features and associated relationship information of said query image with principle features and associated relationship information of images of said catalog to find candidate matches.";8488883;8488883;http://www.google.com/patents/US8488883
berryjoseph;1;;United States;31-12-2002;null;7472182;7472182;null
nimrod-harpak-587853a2;1;;WO2019087187A1;null;null;null;null;null
yossishalev;1;;United States;07-04-2009;null;20110160652;20110160652;http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.html&r=1&f=G&l=50&s1=%%2220110160652%%22.PGNR.&OS=DN/20110160652&RS=DN/20110160652
yossishalev;2;;2010/0130,932;null;Systems, methods and apparatuses for delivering therapeutic fluid to the body of a patient are disclosed. The apparatus includes a dispensing unit having a driving mechanism, a pumping mechanism, a reservoir containing therapeutic fluid, and an outlet port. The driving mechanism causes the pumping mechanism to positively displace therapeutic fluid within the reservoir for delivery of therapeutic fluid to the body of the patient via the outlet port.;null;null;http://www.faqs.org/patents/app/20100130932
danny-shterman-477821;1;;United States;10-02-1998;null;5717931;5717931;https://www.google.com/patents/US5717931?dq=patent+5717931&hl=en&sa=X&ei=Sjn9VK66GtbeoATN-4HADg&ved=0CB4Q6AEwAA
dan-malowany-78b2b21;1;;United States;30-07-2018;null;null;null;https://patentimages.storage.googleapis.com/9d/0a/03/b92c5f7fadc5cb/US20180365576A1.pdf
haim-slotin-2a452827;1;;GB2444752;null;null;null;null;null
haim-slotin-2a452827;2;;US Patent No: D412486;null;null;null;null;null
haim-slotin-2a452827;3;;US Patent No: D526995;null;null;null;null;null
haim-slotin-2a452827;4;;US Patent No: 20090221166;null;null;null;null;null
haim-slotin-2a452827;5;;US patent No: D559844;null;null;null;null;null
haim-slotin-2a452827;6;;US Patent No: 7128140;null;null;null;null;null
haim-slotin-2a452827;7;;US Patent Application No: 2005/0087,326;null;null;null;null;null
haim-slotin-2a452827;8;;GB0625063.3;null;null;null;null;null
haim-slotin-2a452827;9;;US Patent Application No: 2005/0285,807;null;null;null;null;null
haim-slotin-2a452827;10;;GB0700714.9;null;null;null;null;null
haim-slotin-2a452827;11;2009-0221-166;ELECTRICAL DEVICE WITH AN I/O WIRING INTERFACE;null;null;null;null;null
aviv-shapira;1;03-03;United States;05-11-2015;null;us WO 2015/167738 A1;us WO 2015/167738 A1;null
aviv-shapira;2;;United States;05-11-2015;null;us US2015/0319424 A1;us US2015/0319424 A1;null
aviv-shapira;3;;United States;05-11-2015;null;s WO 2015/167739 A1;s WO 2015/167739 A1;null
aviv-shapira;4;;United States;05-11-2015;null;us US2015/0317822 A1;us US2015/0317822 A1;null
pavie;1;00-09-00-00;United States;28-03-1995;Free shaped or geometric inflatable reusable forms for a building of cementitious material applied over the forms, which allow preplacement of accessories in the structure.;5400999;5400999;http://worldwide.espacenet.com/publicationDetails/originalDocument?FT=D&date=19950328&DB=&locale=fr_EP&CC=US&NR=5400999A&KC=A&ND=2
paveldan;1;;United States;09-07-2015;null;14/795280;14/795280;null
paveldan;2;;United States;30-11-2015;null;null;null;null
paveldan;3;;United States;30-10-2014;null;null;null;https://patentscope.wipo.int/search/en/detail.jsf?docId=WO2016068930
uriellapidot;1;;null;null;null;null;null;null
ohadinbar;1;;United States;22-10-2019;A method of registering a patient face and using it as a touchpad interface is provided. The method includes steps of acquiring a three-dimensional anatomical image of a patient face, identifying multiple anatomical points at the predefined locations on the patient face in a first coordinate system and assigning at least one function to at least one predefined location, receiving multiple positions in a second coordinate system at the respective predefined locations on the patient face, registering the first and second coordinate systems, by correlating between the positions and the respective anatomical points on the patient face, triggering a command corresponding to the at least one assigned function and communicating the command to an electronic device. A system for registering a patient face by the method is described.;null;null;https://patents.google.com/patent/US10452263B2/en
