public_identifier;num_languages;language
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;1;Mandarin
%E6%B7%91%E5%90%9B-%E7%8E%8B-406033ba;2;English
%E7%81%8F-%E5%BC%A0-9310b497;1;Japanese
%E7%81%8F-%E5%BC%A0-9310b497;2;Chinese
%E7%81%8F-%E5%BC%A0-9310b497;3;English
%E7%9B%96%E4%B8%96-%E5%88%98-086930104;1;\u4e2d\u6587
%E7%9B%96%E4%B8%96-%E5%88%98-086930104;2;English
%E7%A5%96%E8%80%80-%E6%9D%8E-65b98b9a;1;English
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;1;English
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;2;Japanese
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;3;Chinese
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;4;Taiwanese
%E7%B4%AB%E4%BB%B2-%E3%81%84-%E3%81%A1-%E5%8A%89-8121995a;5;Ancient
%E8%89%B3%E8%90%8D-%E6%9E%97-9434bbb8;1;\u4e2d\u6587
%E8%89%B3%E8%90%8D-%E6%9E%97-9434bbb8;2;\u82f1\u6587
%E8%89%B3%E8%90%8D-%E6%9E%97-9434bbb8;3;\u798f\u5efa\u8bdd
%E8%8A%B3%E5%B9%B3-%E9%BB%84-0b1672196;1;English
%E8%8A%B3%E5%B9%B3-%E9%BB%84-0b1672196;2;Chinese
%E8%8A%B3%E5%B9%B3-%E9%BB%84-0b1672196;3;Malay
%E8%92%99-%E7%8E%8B-138b8aa0;1;\u82f1\u8bed
%E8%94%A3%E9%A0%86%E9%BE%8D-dominic-chiang-1662a378;1;English
%E8%94%A3%E9%A0%86%E9%BE%8D-dominic-chiang-1662a378;2;Cantonese
%E8%94%A3%E9%A0%86%E9%BE%8D-dominic-chiang-1662a378;3;Chinese
%E8%AE%B8%E4%BD%A9%E8%AE%AE-suyee-shue-3219abb;1;English
%E8%AE%B8%E4%BD%A9%E8%AE%AE-suyee-shue-3219abb;2;Bahasa(Malaysia)andMelayu(Malay)
%E8%AE%B8%E4%BD%A9%E8%AE%AE-suyee-shue-3219abb;3;Mandarin
%E8%AE%B8%E4%BD%A9%E8%AE%AE-suyee-shue-3219abb;4;Cantonese
%E8%AE%B8%E4%BD%A9%E8%AE%AE-suyee-shue-3219abb;5;Bahasa(Indonesian)
%E8%B4%BA-he-%E8%B5%B5-zhao-3a904a10a;1;English
%E8%B4%BA-he-%E8%B5%B5-zhao-3a904a10a;2;Chinese
%E9%81%A0%E5%B1%B1-%E6%99%82%E7%94%9F-653157ba;1;\u65e5\u672c\u8a9e
%E9%81%A0%E5%B1%B1-%E6%99%82%E7%94%9F-653157ba;2;\u82f1\u8a9e
%E9%98%B3-%E6%9D%A8-0974699b;1;English
%E9%98%B3-%E6%9D%A8-0974699b;2;\u4e2d\u6587
%E9%99%88%E4%BC%9F%E8%BD%A9-chris-tan-057326113;1;English
%E9%99%88%E4%BC%9F%E8%BD%A9-chris-tan-057326113;2;Chinese(Traditional)
%E9%99%88%E4%BC%9F%E8%BD%A9-chris-tan-057326113;3;BasicKorean
%E9%99%88%E6%98%8E-%E5%AE%89%E8%BF%AA-86a4b9b7;1;English
%E9%99%88%E6%98%8E-%E5%AE%89%E8%BF%AA-86a4b9b7;2;Mandrian
%E9%99%88%E6%98%8E-%E5%AE%89%E8%BF%AA-86a4b9b7;3;Hokkien
%E9%99%88%E6%98%8E-%E5%AE%89%E8%BF%AA-86a4b9b7;4;Teochew
%E9%99%88%E6%98%8E-%E5%AE%89%E8%BF%AA-86a4b9b7;5;Malay
%E9%9B%B7%E6%98%8E%E6%9D%B0-cyrille-schwob-b084865;1;English
%E9%9B%B7%E6%98%8E%E6%9D%B0-cyrille-schwob-b084865;2;French
%E9%9B%B7%E6%98%8E%E6%9D%B0-cyrille-schwob-b084865;3;Chinese
%E9%9B%B7%E6%98%8E%E6%9D%B0-cyrille-schwob-b084865;4;German
%E9%AB%98%E7%9B%B4-%E8%97%A4%E5%A0%82-74b5a429;1;French
%E9%AB%98%E7%9B%B4-%E8%97%A4%E5%A0%82-74b5a429;2;Japanese
%E9%B8%BF%E9%98%B3-%E9%AB%98-77b21192;1;\u4e2d\u6587
%E9%B8%BF%E9%98%B3-%E9%AB%98-77b21192;2;English
%EA%B0%95%EA%B2%BD%EB%9E%80-gyoungran-kang-director-8624b935;1;English
%EA%B0%95%EA%B2%BD%EB%9E%80-gyoungran-kang-director-8624b935;2;Korean
%EC%A0%95%EC%9D%80%EC%98%81-violet-jung-391581107;1;\ud55c\uad6d\uc5b4
%EC%A0%95%EC%9D%80%EC%98%81-violet-jung-391581107;2;\uc601\uc5b4
%EC%A0%95%EC%9D%80%EC%98%81-violet-jung-391581107;3;\uc77c\ubcf8\uc5b4
%EC%A0%95%EC%9D%80%EC%98%81-violet-jung-391581107;4;\uc911\uad6d\uc5b4(\uac04\uccb4)
%F0%9D%90%95%F0%9D%90%88%F0%9D%90%89%F0%9D%90%80%F0%9D%90%98%F0%9D%90%80%F0%9D%90%8A%F0%9D%90%94%F0%9D%90%8C%F0%9D%90%80%F0%9D%90%91-%F0%9D%90%8C-79497698;1;English
%F0%9D%90%95%F0%9D%90%88%F0%9D%90%89%F0%9D%90%80%F0%9D%90%98%F0%9D%90%80%F0%9D%90%8A%F0%9D%90%94%F0%9D%90%8C%F0%9D%90%80%F0%9D%90%91-%F0%9D%90%8C-79497698;2;Tamil
%F0%9F%8E%A5-ho-chang-jun-95177269;1;Chinese
%F0%9F%91%8D-james-lin-8a662217b;1;Chinese
%F0%9F%91%8D-james-lin-8a662217b;2;English
%F0%9F%9B%A2%EF%B8%8Fcleon-wong-780989117;1;English
%F0%9F%9B%A2%EF%B8%8Fcleon-wong-780989117;2;Chinese
-janaho;1;English
-janaho;2;Chinese(Simplified)
-karenchang;1;English
-muhammadazhar-;1;English
-muhammadazhar-;2;Malay
-sophiahyder;1;English
-sophiahyder;2;Chinese
039rei;1;Chinese
039rei;2;English
039rei;3;Japanese
06051980;1;English
06051980;2;Tamil
0x0cadfb8c6eeee0e35f89cbb93c2abadb2738d136;1;English
0x0cadfb8c6eeee0e35f89cbb93c2abadb2738d136;2;French
0x0cadfb8c6eeee0e35f89cbb93c2abadb2738d136;3;Greek
0x0cadfb8c6eeee0e35f89cbb93c2abadb2738d136;4;Chinese
10jchen;1;English
10jchen;2;Chinese
120fitnesssg;1;English
120fitnesssg;2;Malay
120fitnesssg;3;Chinese
1bushra;1;Malay
1bushra;2;English
1bushra;3;Indonesian
1soumendeb;1;English
1soumendeb;2;Hindi
1soumendeb;3;Bengali
3dward;1;Indonesian
3dward;2;English
3kesh;1;English
3kesh;2;Tamil
4sameer;1;English
4sameer;2;Hindi
4thifah;1;Malay
4thifah;2;English
97972054;1;English
97972054;2;Chinese(Traditional)
a-aarthi;1;English
a-aarthi;2;Tamil
a-aarthi;3;Mandarin
a-b-m-emrul-kayes-9a5ba93a;1;Bengali
a-b-m-emrul-kayes-9a5ba93a;2;English
a-b-m-emrul-kayes-9a5ba93a;3;Hindi
a-b-m-emrul-kayes-9a5ba93a;4;Urdu
a-dejun-huang;1;English
a-dejun-huang;2;Chinese
a-dejun-huang;3;Cantonese
a-isyah-munirah-abdul-rahman-280407100;1;Malay
a-isyah-munirah-abdul-rahman-280407100;2;Arabic
a-isyah-munirah-abdul-rahman-280407100;3;English
a-joshi;1;English
a-joshi;2;Hindi
a-joshi;3;Marathi
a-l-parimalam-16ab9547;1;Sinhalese
a-l-parimalam-16ab9547;2;Tamil
a-l-parimalam-16ab9547;3;English
a-l-parimalam-16ab9547;4;Malay
a-p-venkatesh-9671858;1;English
a-p-venkatesh-9671858;2;Tamil
a-p-venkatesh-9671858;3;Hindi
a-rajamohan-65b7a75b;1;English
a-rajamohan-65b7a75b;2;Tamil
a-saxena;1;English
a-saxena;2;Hindi
a-t-lin-31430150;1;English
a-t-lin-31430150;2;Chinese
a-t-lin-31430150;3;Burmese
a1-web-solutions-989781b6;1;English
a2m-global-pte-ltd-singapore-385235a4;1;English
aaandychua;1;English
aaandychua;2;Burmese
aaandychua;3;Chinese
aaandychua;4;French
aabidrasool;1;English
aabidrasool;2;Urdu
aabidrasool;3;Kashmiri
aabidrasool;4;Hindi
aadhiagilan;1;English
aadhiagilan;2;Tamil
aadhitthya-vijayaraghavan-2698a160;1;English
aadhitthya-vijayaraghavan-2698a160;2;Tamil
aaditbimbhet;1;English
aaditbimbhet;2;Hindi
aaditbimbhet;3;Spanish
aaditya-seshadri-aa9b5397;1;English
aaditya-seshadri-aa9b5397;2;Hindi
aagoh;1;English
aagoh;2;Chinese
aagoh;3;BahasaIndonesia
aaisha-salim;1;English
aaisha-salim;2;Tamil
aakaash-manikanth-3545a5185;1;English
aakaash-manikanth-3545a5185;2;Tamil
aakaash-manikanth-3545a5185;3;Telugu
aakaash-manikanth-3545a5185;4;French
aakanksha-pant-2100801a;1;English
aakarsh-bhatnagar-30b871106;1;English
aakarsh-bhatnagar-30b871106;2;Hindi
aakash-santuka;1;English
aakash-santuka;2;Hindi
aakash-santuka;3;Oriya
aakash-v-raman-a67211136;1;English
aakash-v-raman-a67211136;2;Tamil
aakashmehta21;1;English
aakashmehta21;2;Hindi
aakriti-sehgal-656031194;1;French
aakriti-sehgal-656031194;2;English
aakriti-sehgal-656031194;3;Hindi
aalamp;1;English
aalamp;2;Hindi
aalamp;3;Urdu
aalamp;4;Marathi
aalvin;1;English
aalvin;2;Chinese
aamarsrivastava;1;English
aamer-aslam-758a3940;1;English
aamer-aslam-758a3940;2;Hindi
aamer-aslam-758a3940;3;Malayalam
aanandh-maruthi-11777957;1;Tamil
aanandh-maruthi-11777957;2;Malayalam
aanandh-maruthi-11777957;3;English
aanandh-maruthi-11777957;4;Telugu
aanandh-maruthi-11777957;5;Hindi
aanault-lee-cpa-ca-singapore-b7094160;1;English
aanault-lee-cpa-ca-singapore-b7094160;2;Cantonese
aanault-lee-cpa-ca-singapore-b7094160;3;Chinese
aanchal-sethi-1961043;1;English
aanchal-sethi-1961043;2;Hindi
aanchal-sethi-1961043;3;Spanish
aandesilva;1;English
aandesilva;2;Sinhalese
aankita-mukherjee;1;English
aankita-mukherjee;2;Hindi
aankita-mukherjee;3;Bengali
aaralynlim;1;Chinese
aaralynlim;2;English
aaralynlim;3;Malay
aaron-ang-zl;1;English
aaron-ang-zl;2;Malay
aaron-ang-zl;3;Chinese
aaron-aw-6b7156a7;1;English
aaron-aw-6b7156a7;2;Chinese
aaron-boo-761b7757;1;English
aaron-boo-761b7757;2;Mandarin
aaron-c-9b977aa;1;English
aaron-c-9b977aa;2;Mandarin
aaron-chan-1bb58ba9;1;English
aaron-chan-1bb58ba9;2;Mandarin
aaron-chan-504a165;1;English
aaron-chan-504a165;2;Mandarin
aaron-chan-504a165;3;Malay
aaron-chan-504a165;4;Cantonese
aaron-chan-504a165;5;Hokkien
aaron-chan-504a165;6;TeoChew
aaron-chang-58780b118;1;English
aaron-chang-58780b118;2;Chinese(Simplified)
aaron-chang-58780b118;3;Malay
aaron-charles-malicdem-1b3a06a9;1;English
aaron-chen-95462ba5;1;Chinese
aaron-chen-95462ba5;2;English
aaron-chen-95462ba5;3;Russian
aaron-chong-8b22a556;1;Chinese
aaron-chow-88176b9;1;English
aaron-chow-88176b9;2;Chinese
aaron-chua-167400117;1;English
aaron-chua-167400117;2;Chinese(Simplified)
aaron-chung-440634ba;1;Cantonese
aaron-chung-440634ba;2;English
aaron-chung-440634ba;3;Chinese
aaron-chung-440634ba;4;Mandarin
aaron-duran-63a55712;1;Spanish
aaron-duran-63a55712;2;Japanese
aaron-duran-63a55712;3;English
aaron-duran-63a55712;4;Mandarin
aaron-gill;1;Malay
aaron-gill;2;English
aaron-gill;3;Mandarin
aaron-gill;4;Cantonese
aaron-hilton-ho-bb367510a;1;English
aaron-hilton-ho-bb367510a;2;Mandarin
aaron-hilton-ho-bb367510a;3;Teochew
aaron-hilton-ho-bb367510a;4;Hokkien
aaron-hilton-ho-bb367510a;5;Bahasamelayu
aaron-huang-328b8b119;1;English
aaron-huang-328b8b119;2;Mandarin
aaron-huang-328b8b119;3;Cantonese
aaron-huang-wf;1;English
aaron-huang-wf;2;Chinese
aaron-jason-martin;1;Malay
aaron-jason-martin;2;Mandarin
aaron-jason-martin;3;English
aaron-khoo-%E9%82%B1%E5%AE%B6%E4%BC%9F-a474421b2;1;English
aaron-khoo-%E9%82%B1%E5%AE%B6%E4%BC%9F-a474421b2;2;Chinese
aaron-khoo-%E9%82%B1%E5%AE%B6%E4%BC%9F-a474421b2;3;Hokkien
aaron-koay-07418518;1;Chinese
aaron-koay-07418518;2;Malay
aaron-koay-07418518;3;English
aaron-kong-wee-hua-1aa7029a;1;Chinese
aaron-kong-wee-hua-1aa7029a;2;Malay
aaron-kong-wee-hua-1aa7029a;3;English
aaron-l;1;Chinese
aaron-l;2;English
aaron-lee-0a346090;1;English
aaron-lee-0a346090;2;Chinese
aaron-lee-3070a210b;1;Mandarin
aaron-lee-3070a210b;2;English
aaron-lee-zhen-wei-b26ba311a;1;English
aaron-lee-zhen-wei-b26ba311a;2;Chinese(Simplified)
aaron-leon-9b377077;1;English
aaron-leon-9b377077;2;Malay
aaron-leon-9b377077;3;Chinese
aaron-lew-88b22a25;1;Chinese
aaron-lew-88b22a25;2;English
aaron-lim-b728b6176;1;English
aaron-lim-b728b6176;2;Chinese
aaron-lim-b728b6176;3;TraditionalChinese
aaron-lim-tf;1;English
aaron-lim-tf;2;Chinese(Simplified)
aaron-limkt;1;English
aaron-limkt;2;Chinese(Simplified)
aaron-little-28004630;1;English
aaron-little-28004630;2;French
aaron-little-28004630;3;German
aaron-n-787997102;1;English
aaron-n-787997102;2;Chinese(Simplified)
aaron-n-787997102;3;Chinese(Traditional)
aaron-neo-905a86133;1;English
aaron-neo-905a86133;2;Chinese
aaron-ng-2370a656;1;English
aaron-ng-2370a656;2;Chinese
aaron-ng-46856596;1;Mandarin
aaron-ng-46856596;2;Malay
aaron-ng-46856596;3;English
aaron-ng-99238a1a;1;Malay
aaron-ng-99238a1a;2;Chinese
aaron-ng-99238a1a;3;Japanese
aaron-ng-99238a1a;4;English
aaron-ng-singapore;1;English
aaron-ng-singapore;2;Chinese(Simplified)
aaron-paul-nicdao-808a3599;1;English
aaron-poh-a75b52104;1;English
aaron-poh-a75b52104;2;Chinese
aaron-quijano-644037109;1;English
aaron-quijano-644037109;2;Tagalog
aaron-shim-5143a254;1;Chinese
aaron-shim-5143a254;2;Malay
aaron-shim-5143a254;3;Cantonese
aaron-shim-5143a254;4;Korean
aaron-shim-5143a254;5;English
aaron-sim-02887032;1;Japanese
aaron-sim-02887032;2;Chinese
aaron-sim-02887032;3;English
aaron-tan-22a364140;1;English
aaron-tan-22a364140;2;Chinese(Simplified)
aaron-tan-3b58b223;1;Chinese
aaron-tan-3b58b223;2;English
aaron-tan-7aa138a5;1;Mandarin
aaron-tan-7aa138a5;2;English
aaron-tang-jia-wei-a22999114;1;English
aaron-tang-jia-wei-a22999114;2;Chinese
aaron-te-zong-xiang;1;English
aaron-te-zong-xiang;2;Chinese
aaron-teo-8b3252102;1;English
aaron-teo-8b3252102;2;Chinese
aaron-tham-92969b42;1;English
aaron-tham-92969b42;2;Mandarin
aaron-tham-92969b42;3;Cantonese
aaron-tiong-\u5f35\u5143\u5049-pmp-40106727;1;English
aaron-tiong-\u5f35\u5143\u5049-pmp-40106727;2;Hokkien
aaron-tiong-\u5f35\u5143\u5049-pmp-40106727;3;Cantonese
aaron-tiong-\u5f35\u5143\u5049-pmp-40106727;4;Chinese
aaron-tiong-\u5f35\u5143\u5049-pmp-40106727;5;Indonesian
aaron-tiong-\u5f35\u5143\u5049-pmp-40106727;6;Japanese
aaron-tiong-\u5f35\u5143\u5049-pmp-40106727;7;Thai
aaron-tiong-\u5f35\u5143\u5049-pmp-40106727;8;Malay
aaron-tregaskes-ab1b9593;1;English
aaron-wang-56293a49;1;English
aaron-wang-56293a49;2;Chinese
aaron-wang-56293a49;3;Cantonese
aaron-wee-6b009333;1;English
aaron-wee-6b009333;2;Chinese
aaron-wee-6b009333;3;German
aaron-wee-6b009333;4;Portuguese
aaron-wee-6b009333;5;French
aaron-wee-b014485a;1;English
aaron-wee-b014485a;2;Chinese
aaron-wee-b014485a;3;Cantonese
aaron-wong-987a53145;1;Chinese
aaron-wong-987a53145;2;English
aaron-wong-987a53145;3;bahasamalaysia
aaron-wu-910489118;1;English
aaron-wu-910489118;2;Mandarin
aaron-wu-910489118;3;Korean
aaron-wu-910489118;4;Japanese
aaron-yap-631bb39b;1;Chinese
aaron-yap-631bb39b;2;English
aaron-ye--;1;English
aaron-ye--;2;Chinese
aaron-ye--;3;Hokkien
aaronang;1;English
aaronang;2;Chinese
aaronchanhs;1;English
aaronchanhs;2;Chinese
aaronjayfrancis;1;English
aaronjayfrancis;2;Tamil
aaronkhoo;1;English
aaronkhoo;2;Cantonese
aaronkhoo;3;BahasaMalaysia
aaronkong;1;English
aaronkong;2;Chinese
aaronlimws;1;English
aaronlimws;2;Chinese
aaronloh;1;Chinese
aaronmickey-yck-75099a86;1;cantonese
aaronmickey-yck-75099a86;2;hokkian
aaronmickey-yck-75099a86;3;Chinese
aaronnair;1;Chinese
aaronnair;2;English
aaronnair;3;Indonesian
aaronnair;4;Malay
aaronqwy;1;English
aaronqwy;2;Chinese
aaronqwy;3;Korean
aaronsimdw;1;English
aaronsimdw;2;Mandarin
aaronsohyh;1;English
aaronsohyh;2;Chinese
aarontan-05062020;1;English
aarontan-05062020;2;Mandarin
aaronteo96;1;English
aaronteo96;2;Chinese
aarontham98;1;English
aarontham98;2;Chinese
aaronwansg;1;English
aaronwansg;2;Chinese
aaronwansg;3;Cantonese
aaronwongsg;1;Japanese
aaronwongsg;2;Malay
aaronwongsg;3;Cantonese
aaronwongsg;4;Mandarin
aaronwongsg;5;English
aarthi-prakash-16955634;1;Tamil
aarthi-prakash-16955634;2;English
aarthi-sankar-4a962987;1;English
aarthi-sankar-4a962987;2;Malay(Conversational)
aarthi-sankar-4a962987;3;Mandarin(Conversational)
aarthi-sankar-4a962987;4;Tamil
aarthithirumavalavan;1;English
aarthithirumavalavan;2;Tamil
aarti-bajaj-b657103;1;English
aarti-bajaj-b657103;2;Hindi
aarti-gupta-pmp%C2%AE-itil-12176730;1;English
aarti-gupta-pmp%C2%AE-itil-12176730;2;Hindi
aarti-nichlani-6182502;1;English
aarti-nichlani-6182502;2;Hindi
aarti-rai-69513034;1;Hindi
aarti-rai-69513034;2;Tamil
aarti-rai-69513034;3;Sindhi
aartigognanair;1;English
aartigognanair;2;Hindi
aartigognanair;3;German
aartigognanair;4;French
aartigognanair;5;Malay
aartigognanair;6;Mandarin
aaryan-bl-ba0919a8;1;Tamil
aaryan-bl-ba0919a8;2;English
aasaithambi-krishnan-ba26ba22;1;Hindi
aasaithambi-krishnan-ba26ba22;2;Tamil
aasaithambi-krishnan-ba26ba22;3;English
aashikasaju;1;English
aashikasaju;2;Malayalam
aashikasaju;3;Hindi
aashish-mehta-398a11;1;English
aashish-mehta-398a11;2;Hindi
aashish-mehta-398a11;3;Malay
aashrai;1;English
aashrai;2;Hindi
aasoner;1;Filipino
aasoner;2;English
aastha-goyal-28239339;1;English
aastha-goyal-28239339;2;German
aastha-goyal-28239339;3;Hindi
aastharaheja;1;English
aastharaheja;2;Hindi
aathish-narayanan-255a70103;1;Tamil
aathish-narayanan-255a70103;2;English
aayushi-bhatnagar-a22616164;1;English
aayushi-bhatnagar-a22616164;2;Hindi
aayushpagaria;1;Hindi
aayushpagaria;2;English
aayushpagaria;3;French
abache-abreu;1;English
abache-abreu;2;Spanish
abbasdean;1;English
abbasdean;2;Gujarati
abbasdean;3;Marathi
abbasdean;4;Hindi
abbasvakharia;1;GUJRATI
abbasvakharia;2;HINDI
abbasvakharia;3;English
abbie-chen-686a4aa7;1;English
abbie-chen-686a4aa7;2;Chinese
abby-maurea-roxas-4468a2ba;1;English
abby-maurea-roxas-4468a2ba;2;Tagalog
abby-som-719906180;1;English
abby-som-719906180;2;Chinese
abby-som-719906180;3;Thai
abbyloh;1;English
abbyloh;2;Chinese
abbyloh;3;Korean
abd-rahman-suhaimi-b2106ba;1;English
abd-salim-fazal-karim-a3543769;1;Hindi
abd-salim-fazal-karim-a3543769;2;Malay
abd-salim-fazal-karim-a3543769;3;English
abdel-baary-alsagoff-7a3677146;1;English
abdel-baary-alsagoff-7a3677146;2;Malay
abdhanif;1;Arabic
abdhanif;2;English
abdhanif;3;Malay
%08alvinli;1;English
%08alvinli;2;Mandarin
%C3%B6nder-erkal-321441131;1;German
%C3%B6nder-erkal-321441131;2;English
%C3%B6nder-erkal-321441131;3;Indonesian
%E2%97%8A-soo-wai-man-phd-%E2%97%8A-e-learning-expert-22197433;1;Chinese
%E3%81%A1%E3%81%87%E3%81%A3%E3%82%8A%E3%81%88-%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC-2b525957;1;Chinese
%E3%81%A1%E3%81%87%E3%81%A3%E3%82%8A%E3%81%88-%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC-2b525957;2;Japanese
%E3%81%A1%E3%81%87%E3%81%A3%E3%82%8A%E3%81%88-%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC-2b525957;3;English
%E3%81%A1%E3%81%87%E3%81%A3%E3%82%8A%E3%81%88-%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC-2b525957;4;Korean
%E4%B8%BD%E5%A9%B7-%E4%B8%98-23194b92;1;Chinese
%E4%B8%BD%E5%A9%B7-%E4%B8%98-23194b92;2;English
%E4%B8%BD%E5%A9%B7-%E4%B8%98-23194b92;3;Malay
%E4%B9%8B%E7%88%BD-%E9%BD%90-89398936;1;English
%E4%B9%8B%E7%88%BD-%E9%BD%90-89398936;2;Chinese(Simplified)
%E4%BD%9C%E9%9C%96-%E7%9B%B8-295579102;1;\u82f1\u8bed
%E4%BD%B3%E6%A1%A2-%E9%82%B1-7a926ba6;1;\u4e2d\u6587
%E4%BD%B3%E6%A1%A2-%E9%82%B1-7a926ba6;2;English
%E5%85%A8%E5%8A%9F-%E5%88%98-b4517497;1;\u4e2d\u6587
%E5%85%A8%E5%8A%9F-%E5%88%98-b4517497;2;english
%E5%8D%9A%E9%97%BB-%E5%BB%96-a99600101;1;\u4e2d\u6587
%E5%8D%9A%E9%97%BB-%E5%BB%96-a99600101;2;\u9a6c\u6765\u8bed
%E5%8D%9A%E9%97%BB-%E5%BB%96-a99600101;3;\u82f1\u8bed
%E5%8D%9A%E9%97%BB-%E5%BB%96-a99600101;4;\u5370\u5ea6\u5c3c\u897f\u4e9a\u8bed
%E5%A4%96%E6%B1%87-%E9%A9%AC%E5%BE%97%E5%88%A9-6397b3174;1;Chinese
%E5%A4%96%E6%B1%87-%E9%A9%AC%E5%BE%97%E5%88%A9-6397b3174;2;English
%E5%A4%96%E6%B1%87-%E9%A9%AC%E5%BE%97%E5%88%A9-6397b3174;3;Malay
%E5%A7%9D%E6%BC%AB-%E6%9D%8E-306637136;1;Chinese
%E5%A7%9D%E6%BC%AB-%E6%9D%8E-306637136;2;English
%E5%A9%B7%E5%A9%B7-%E9%83%8E-47721a120;1;\u4e2d\u6587
%E5%A9%B7%E5%A9%B7-%E9%83%8E-47721a120;2;\u82f1\u6587\uff08English\uff09
%E5%A9%B7%E5%A9%B7-%E9%83%8E-47721a120;3;\u6cd5\u8bed\uff08French\uff09
%E5%BA%84%E6%B7%91%E9%97%B5-shu-min-chuang-0021a735;1;English
%E5%BA%84%E6%B7%91%E9%97%B5-shu-min-chuang-0021a735;2;Mandarin
%E5%BB%BA%E6%88%90-%E8%83%A1-b072419a;1;\u4e2d\u6587
%E5%BB%BA%E6%88%90-%E8%83%A1-b072419a;2;English
%E5%BC%A0%E5%9B%BD%E5%85%A8-teo-kok-chuan-73aa42a1;1;Chinese
%E6%98%8A-%E7%8E%8B-003368121;1;\u4e2d\u6587
%E6%98%8A-%E7%8E%8B-003368121;2;\u82f1\u8bed
%E6%9C%B1%E5%8A%9B-zhu-li-b409b867;1;English
%E6%9C%B1%E5%8A%9B-zhu-li-b409b867;2;Chinese
%E6%9D%B0-jie-%E6%9B%BE-zeng-5b5ab6126;1;Chinese(Simplified)
%E6%9D%B0-jie-%E6%9B%BE-zeng-5b5ab6126;2;English
%E6%A2%81%E5%85%86%E4%B8%9Cstanley-leung-8ab650105;1;English
%E6%A2%81%E5%85%86%E4%B8%9Cstanley-leung-8ab650105;2;Mandarin
%E6%A2%81%E5%85%86%E4%B8%9Cstanley-leung-8ab650105;3;Cantonese
%E6%A2%81%E7%8E%AE%E5%80%A9-beryl-leong-4b048864;1;English
%E6%A2%81%E7%8E%AE%E5%80%A9-beryl-leong-4b048864;2;Mandarin
%E6%A2%81%E7%8E%AE%E5%80%A9-beryl-leong-4b048864;3;BasicConversationalMalay
%E6%A3%AE%E5%85%83-%E9%AA%86-604166a7;1;EnglishandChinese
%E6%B1%BD%E8%BD%A6-%E5%AD%99%E5%86%B0-88b5b6a5;1;\u82f1\u8bed
%E6%B3%B3%E5%85%89-darryl-lim-74076841;1;English
%E6%B3%B3%E5%85%89-darryl-lim-74076841;2;Chinese
%E6%B5%A9-%E7%BB%8F-382a82129;1;\u82f1\u8bed
%E7%86%B9-%E8%B5%B5-975972199;1;\u82f1\u8bed
%E7%88%B1%E5%BC%BA-%E5%BC%A0-24a9b3a9;1;\u4e2d\u6587
%E7%88%B1%E5%BC%BA-%E5%BC%A0-24a9b3a9;2;\u82f1\u8bed
%E7%88%B1%E5%BC%BA-%E5%BC%A0-24a9b3a9;3;\u9a6c\u6765\u8bed
%E7%88%B1%E5%BC%BA-%E5%BC%A0-24a9b3a9;4;\u6cf0\u8bed
%E7%8C%8E-andy-low-3b8027130;1;English
%E7%8E%A5%E7%90%A6-%E7%8E%8B-06b38933;1;English
%E7%8E%A5%E7%90%A6-%E7%8E%8B-06b38933;2;Chinese(Simplified)
%E7%B4%AB%E8%96%87-%E7%8E%8B-61282a149;1;English
%E7%B4%AB%E8%96%87-%E7%8E%8B-61282a149;2;Chinese
%E8%8A%B7%E8%AA%BC-%E4%BD%95-598312100;1;\u4e2d\u6587
%E8%8A%B7%E8%AA%BC-%E4%BD%95-598312100;2;\u82f1\u6587
%E8%8A%B7%E8%AA%BC-%E4%BD%95-598312100;3;\u53f0\u8a9e
%E8%94%A1%E5%8D%93%E5%8D%97-chua-tok-nam-a33a057b;1;English
%E8%94%A1%E5%8D%93%E5%8D%97-chua-tok-nam-a33a057b;2;Chinese(Traditional)
%E8%94%A1%E9%8A%98%E6%A8%BA-simon-chua-429b87108;1;English
%E8%94%A1%E9%8A%98%E6%A8%BA-simon-chua-429b87108;2;Chinese(Simplified)
%E8%94%A1%E9%8A%98%E6%A8%BA-simon-chua-429b87108;3;Chinese(Traditional)
%E8%94%A1%E9%8A%98%E6%A8%BA-simon-chua-429b87108;4;DialectofHokkien&Cantonese
%E8%96%87-%E9%BB%84-b59a3a115;1;Chinese
%E8%96%87-%E9%BB%84-b59a3a115;2;English
%E9%81%A0%E8%97%A4-%E9%9F%BF%E5%AD%90-2bb03542;1;Japanese
%E9%81%A0%E8%97%A4-%E9%9F%BF%E5%AD%90-2bb03542;2;English
%E9%81%A0%E8%97%A4-%E9%9F%BF%E5%AD%90-2bb03542;3;Chinese
%E9%83%91%E4%B8%BD%E7%8E%B2-catherine-763a341;1;English
%E9%83%AD%E5%BE%81%E8%BE%89-benny-guo-7158b4106;1;English
